ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6620652,UnityPoint Health - Grinnell Regional Medical Center,210 Fourth Avenue,Grinnell,50112-1898,IA,UnityPoint Health,Non-Profit,2022,List of Counties,Poweshiek ,N/A,N/A,"ACCESS TO HEALTH, CANCER, DIABETES, HEART DISEASE & STROKE, MENTAL HEALTH, NUTRITION, PHYSICAL ACTIVITY & WEIGHT, POTENTIALLY DISABLING CONDITIONS , RESPIRATORY DISEASE CARE SERVICES","Mental Health, Nutrition, Physical Activity & Weight, Diabetes, Potentially Disabling Conditions, Cancer, Heart Disease & Stroke, Respiratory Diseases, Access to Health Care Services",https://www.unitypoint.org/grinnell/filesimages/Who%20We%20Are/CHNA%20Poweshiek%20County%202022.pdf,https://www.unitypoint.org/grinnell/filesimages/services/2020%20Health%20Improvement%20Plan%20Updated%2012.20.2020.pdf,Shauna.Callaway@unitypoint.org
6620420,UnityPoint Health - Iowa Methodist Medical Center,1200 Pleasant Street,Des Moines,50309-1406,IA,UnityPoint Health,Non-Profit,2022,List of Counties,"Polk, Dallas, Warren ",N/A,N/A,"Mental Health, Nutrition, Physical Activity & Weight , Substance Abuse, Respiratory Disease (COVID-19), Heart Disease & Stroke, Sexual Health, Disability & Chronic Pain, Access to Healthcare Services, Infant Health & Family Planning, Cancer, Injury & Violence","Mental Health and Substance Abuse, Preventive Services, Nutrition, Physical Activity, Weight, Injury Prevention, Access to Healthcare Services, Chronic Conditions
",https://www.unitypoint.org/desmoines/filesimages/Community%20Engagement/2022-2024%20CHNA%20Implementation%20Strategy.pdf,https://www.unitypoint.org/desmoines/filesimages/Community%20Engagement/2022-2024%20CHNA%20Implementation%20Strategy.pdf,
6620070,UnityPoint Health - Jones Regional Medical Center,1795 Highway 64 East,Anamosa,52205-2112,IA,UnityPoint Health,Non-Profit,2019,List of Counties,"Jones, Linn, Cedar, Delaware",N/A,N/A,"Safe and Affordable Housing, Access to Care and Community Resources, Adverse Childhood Experiences (ACEs), Mental Health Services, Suicide, Substance Abuse, Data Sharing, Community Education, Chronic Disease","Mental Health and Substance Abuse, Preventive Services, Nutrition, Physical Activity, Weight, Injury Prevention, Access to Healthcare Services, Chronic Conditions",https://www.unitypoint.org/anamosa/filesimages/Community%20Health%20Needs%20Assessment%20and%20Improvement%20Plan%20-%20JRMC.pdf,https://www.unitypoint.org/anamosa/filesimages/Community%20Health%20Needs%20Assessment%20and%20Improvement%20Plan%20-%20JRMC.pdf,Shauna.Callaway@unitypoint.org
6620922,UnityPoint Health - Marshalltown,3 South Fourth Avenue,Marshalltown,50158-2998,IA,UnityPoint Health,Non-Profit,2020,List of Counties,"Marshall, Tama, Grundy",N/A,N/A,"Community Health, Mental Health, Veteran's Access to Healthcare, Children's Health, and Adverse Childhood Experiences (ACES)","Access to Healthcare, Access to Mental Healthcare, and Health Education",https://www.unitypoint.org/marshalltown/filesimages/forms/chna/2020-2022%20CHNA%20UPH-Marshalltown.pdf,https://www.unitypoint.org/marshalltown/filesimages/forms/chna/2020-2022%20CHNA%20Action%20Plan%20-%20Marshalltown.pdf,N/A
6620180,UnityPoint Health - St. Luke's Hospital,1026 'A' Avenue NE,Cedar Rapids,52402-3026,IA,UnityPoint Health,Non-Profit,2018,List of Counties,Linn,N/A,N/A,"Access to Healthcare, Access to Healthy Food, Mental Health Services, Affordable Housing, Built Enviornment, Chronic Disease, Mental Health, Natural Enviornment, Obesity, Safety and Violence, Sexual Health, Substance Abuse, Transportation","Mental Health, Obesity, Safety",https://www.unitypoint.org/cedarrapids/filesimages/About/2018%20Community%20Health%20Needs%20Assessment%20Hospitals%20-%20St.%20Luke's.pdf,https://www.unitypoint.org/cedarrapids/filesimages/Community%20Health%20Improvement%20Plan%20-%20St.%20Luke's.pdf,N/A
6621270,UnityPoint Health - St. Lukes's Sioux City,2720 Stone Park Boulevard,Sioux City,51104-3734,IA,UnityPoint Health,Non-Profit,2022,List of Counties,"Plymouth, Woodbury ",N/A,N/A,"Preventative Care, Substance Abuse, Physical Health, Mental Health","Mental health, Substance Misuse, Preventative Care, Physical Health",https://www.unitypoint.org/siouxcity/filesimages/2022-2024%20CHNA%20Final%20with%20signatures%205.31.22.pdf,https://www.unitypoint.org/siouxcity/filesimages/2022-2024%20Health%20Improvement%20Plan%20Final.pdf,N/A
6620377,UnityPoint Health - Trinity Bettendorf,4500 Utica Ridge Road,Bettendorf,52722-1626,IA,UnityPoint Health,Non-Profit,2021,Combination of counties and zip codes,"Scott, Muscatine","52728, 52722, 52726, 52745, 52746, 52748, 52753, 52756, 52758, 52765, 52768, 52769, 52773, 52778, 52776, 52766, 52761, 52760, 52749, 52739, 61259, 61232, 61279, 61284, 61264, 61201, 61265, 61282, 61236, 61240, 61244   ",N/A,"Access to Health Care; Cancer; Diabetes; Heart Disease & Stroke; Housing; Infant Health & Family Planning; Injury & Violence; Kidney Disease; Mental Health; Nutrition, Physical Activity & Weight; Oral Health; Respiratory Disease; Substance Abuse","Healthy Lifestyle (Heart Disease & Stroke, Diabetes, Nutrition, Physical and Weight), Mental/  Behavioral Health and Substance Use, Cancer, Access to Healthcare Services ",https://www.unitypoint.org/quadcities/filesimages/Muscatine/FINAL%202021%20Quad%20Cities%20CHA%20Report.pdf,https://www.unitypoint.org/quadcities/filesimages/Community/UPH-Trinity%20QC%202022-2024%20CHIP.pdf,sherri.devrieze@unitypoint.org
6620995,UnityPoint Health - Trinity Muscatine,1518 Mulberry Avenue,Muscatine,52761-3499,IA,UnityPoint Health,For-Profit,2021,List of Counties,"Scott, Muscatine ",N/A,N/A,"Access to Health Services, Cancer, Diabetes, Heart Disease & Stroke, Housing, Infant Health & Family Planning, Injury & Violence, Kidney Disease, Mental Health, Nutrition, Physical Activity & Weight, Oral Health, Respiratory Disease, Substance Abuse","Access to Health Services, Cancer, Diabetes, Heart Disease & Stroke, Housing, Infant Health & Family Planning, Injury & Violence, Kidney Disease, Mental Health, Nutrition, Physical Activity & Weight, Oral Health, Respiratory Disease, Substance Abuse",https://www.unitypoint.org/quadcities/filesimages/Muscatine/FINAL%202021%20Quad%20Cities%20CHA%20Report.pdf,https://www.unitypoint.org/quadcities/filesimages/Final_Muscatine%20County%20Health%20Improvement%20Plan_2022%20to%202024.pdf,N/A
6620585,UnityPoint Health - Trinity Regional Medical Center,802 Kenyon Road,Fort Dodge,50501-5795,IA,UnityPoint Health,Unable to find,2019,List of Counties,Webster,N/A,N/A,"Mental/Behavioral Health & Substance Abuse, Obesity/Weight Control, Access to Care","Improving access to health care services, Encouraging healthy behaviors and disease prevention across the life span",https://www.unitypoint.org/fortdodge/filesimages/About/2019%20CHNA%20Report.pdf,https://www.unitypoint.org/fortdodge/filesimages/About/2019%20CHNA%20Implamentation.pdf,N/A
6620410,UnityPoint Health-Iowa Lutheran Hospital,700 East University Avenue,Des Moines,50316-2392,IA,UnityPoint Health,Non-Profit,2021,List of Counties,"Polk, Warren, Dallas",N/A,N/A,"Mental Health, Access to Healthcare Services, Nutrition, Physical Activity & Weight, Infant Health & Family Planning, Substance Abuse, Cancer, Respiratory Disease (COVID-19), Injury & Violence, Heart Disease & Stroke, Sexual Health, Disability & Chronic Pain","Mental Health and Substance Abuse, Preventive Services, Nutrition, Physical Activity, Weight, Injury Prevention, Access to Healthcare Services, Chronic Conditions",https://www.unitypoint.org/desmoines/filesimages/Community%20Engagement/2021%20PRC%20CHNA%20Report%20FINAL%20-%20Central%20Iowa.pdf,https://www.unitypoint.org/desmoines/filesimages/Community%20Engagement/2022-2024%20CHNA%20Implementation%20Strategy.pdf,N/A
6620805,UnityPoint Health-Keokuk,1600 Morgan Street,Keokuk,52632-3456,IA,UnityPoint Health,Unable to find,2019,List of Counties,Lee,N/A,N/A,"Alcohol/Drug Use, Mental Health, Obesity/Overweight, Prescription Drug Abuse, Teen Births, Tobacco Use","obesity, prescription drug use, tobacco use",https://www.blessinghealth.org/sites/default/files/users/user15/KEOKUK_CHNA_Report_2019-2021.pdf,https://www.blessinghealth.org/sites/default/files/users/user15/KEOKUK_CHNA_Report_2019-2021.pdf,N/A
6620765,University of Iowa Hospitals and Clinics,200 Hawkins Drive,Iowa City,52242-1009,IA,,,N/A unable to find,,,,,,,,,
6620823,Van Buren County Hospital,304 Franklin Street,Keosauqua,52565-1164,IA,,Non-Profit,2022,List of Counties,Van Buren,N/A,N/A,"Access to Care, Chronic Disease, Healthy Weight, Teen Health, Early Childhood Intervention","Mental Health, Transportation, Access to Care Services, Chronic Disease Wellness, Diabetes, Cancer Detection, Healthy Weight Kids, Obesity, Well Child, Lead level, Immunizations, Teen Birth, Tobacco, Alcohol", https://vbch.org/files/chna_data_30112.pdf,2022_community_health_needs_assessment_28474.pdf (vbch.org),N/A
6621395,Van Diest Medical Center,2350 Hospital Drive,Webster City,50595-6600,IA,MercyOne,Non-Profit,2019,"Combination of counties, zip codes, and places",Hamilton,"50959, 50130, 50249, 50075, 50246, 50271, 50034, 50132, 50231","Blairsburg, Ellsworth, Jewell Junction, Kamrar, Randall, Stanhope, Stratford, Webster City, Williams","Mental Health Services, Nutrition/Diet - Education and Awareness of Services","Mental Health Services, Nutrition/Diet - Education and Awareness of Services",https://www.vandiestmc.org/media/cms/CHNA_Report_HamiltonCo_July2019_16DB4BC2CDE87.pdf,https://www.vandiestmc.org/media/cms/CHNA_Report_HamiltonCo_July2019_16DB4BC2CDE87.pdf,N/A
6620005,Veterans Affairs Central Iowa Health Care System,3600 30th Street,Des Moines,50310-5753,IA,Department of Veterans Affairs,Public,N/A unable to find,,,,,,,,,
6621385,Veterans Memorial Hospital,40 First Street SE,Waukon,52172-2099,IA,,Non-Profit,2019,"Combination of counties, zip codes, and places","Allamakee, Northern Clayton","52172, 52152, 52101, 52170, 52146, 52162, 52159, 52140, 52160, 52161, 52135, 52156, 52132, 52136, 52139, 52157, 52001, 50703. 52141, 52141","Waukon, Hanover, Ludlow, Rossville, Lansing, Decorah, Waterville. Elon, Dalby, Harpers Ferry, Egan, Postville, Gunder, Frankville, Moneek, Monona, Dorchester, Quandahl. New Albin, Ossain, Clermont, Hardin, Calmer, Cresco, Donna, Marquette, Dubuque, Waterloo, Elgin, Fayette","Promotion of a Healthy Community, Prevention of Risky Behaviours, Protection against Environmental Hazards, Preparation for Response to, & Recover from Public Health Emergencies and Strengthen the Health Infrastructure","Good Jobs, Schools & Health Economy, Healthy Lifestyles and Behaviors for all Allamakee Residents, Substance Abuse, Mental Health, Exposure to Environmental Risks,  Community Preparedness, Treatment Services, Social Determinants of Health",https://www.veteransmemorialhospital.com/wp-content/uploads/2022/03/2019-Community-Needs-Assessment.pdf,https://www.veteransmemorialhospital.com/wp-content/uploads/2022/03/2019-Community-Needs-Assessment.pdf,N/A
6621340,Virginia Gay Hospital,502 North 9th Avenue,Vinton,52349-2299,IA,,Non-Profit,2022,List of Counties,Benton,N/A,N/A,"Mental Health, Substance Abuse, Preventive Health","Mental Health, Substance Abuse, Preventive Health", https://myvgh.org/wp-content/uploads/2022/09/2022-VGH-Community-Health-Needs-Assessment-9.2022.pdf, https://myvgh.org/wp-content/uploads/2022/09/2022-VGH-Community-Health-Needs-Assessment-9.2022.pdf,N/A
6621350,Washington County Hospital and Clinics,400 East Polk Street,Washington,52353-1237,IA,QHR,Non-Profit,N/A unable to find,,,,,,,,,
6621390,Waverly Health Center,312 Ninth Street SW,Waverly,50677-2999,IA,,Non-Profit,2022,Combination of counties and places,"Bremer, Butler, Chickasaw",N/A,"Waverly, Denver, Frederika, Janesville, Plainfield, Readlyn, Sumner, Tripoli, Allison, Aplington, Aredale, Bristow, Clarksville, Dumont, Greene, New Hartford, Parkersburg, Shell Rock, New Hampton, Alta Vista, Bassett, Fredericksburg, Ionia, Lawler, Nashua, North Washington, Protivin","Chronic Disease Management, Access to Mental Health Services, Wellness and Aging Services, Unintentional Injuries (falls and motor vehicle accidents)","Chronic Disease Management: Heart Disease (including high blood pressure and high cholesterol), Stroke, Diabetes; Access to Mental Health Services, Wellness and Aging Services: Obesity Reduction, Preventative Exams and Vaccinations; Unintentional Injuries (falls and motor vehicle accidents)",https://waverlyhealthcenter.org/download/waverly-health-center-2022-community-needs-assessment/,https://waverlyhealthcenter.org/download/waverly-health-center-2022-chna-implementation-plan/,N/A
6620297,Wayne County Hospital,417 South East Street,Corydon,50060-1860,IA,MercyOne,Non-Profit,N/A unable to find,,,,,,,,,
6620380,Winneshiek Medical Center,901 Montgomery Street,Decorah,52101-2325,IA,Mayo Clinic,Non-Profit,2022,List of Counties,"Winneshiek, Southern Fillmore, Western Houston, Eastern Howard, Western Allamakee, Clayton, Fayette, Chickasaw",N/A,N/A,"Housing Options, Mental Health Care, Older Adult Care, Alcohol and drug use, Suicide","Mental Health Care and Access/Suicide Prevention, Older Adult Care, Alcohol and drug use/prevention, Health Conditions - Prevention, treatment, care: Hypertension, Sleep Apnea, Hearing Problems, Respiratory Problems; Family Planning Services",https://www.winmedical.org/content/uploads/2022/07/2022-Community-Health-Needs-Assessment-Final-Report.pdf,https://www.winmedical.org/content/uploads/2022/07/2022-Community-Health-Needs-Assessment-Final-Report.pdf,N/A
