ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Non-Profit_Status,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact,,
6510717,St. Claire HealthCare,222 Medical Circle,Morehead,40351-1179,KY,,Non-Profit,2019,List of Counties,"Bath, Menifee, Morgan, Rowan",N/A,N/A,"Community Obesity with Emphasis on Childhood Obesity; Access to Quality Health/Dental Care, Particularly for those in Poverty and the Uninsured; Drug Addiction/Prescription Drug Abuse/Teen Drug Abuse; Enhanced Walkability/Transportation Primarily in Remote Areas; Tobacco Use and Cessation; Elder Care Services","Community Nutrition, Recreation and Physical Activity, with Emphasis on Childhood Obesity; Access to Quality Health/Dental Care, Particularly for those in Poverty and the Uninsured; Tobacco Use and Smoking Cessation; Drug Addiction/Prescription Drug Abuse",https://www.st-claire.org/documents/content/2016chnanarrativescr.pdf,https://www.st-claire.org/documents/content/2016chnanarrativescr.pdf,N/A,,
6510110,St. Elizabeth Edgewood,1 Medical Village Drive,Edgewood,41017-3403,KY,St. Elizabeth Healthcare,Non-Profit,2022,List of Counties," Boone, Campbell, Carroll, Gallatin, Grant, Kenton, Owen, Pendleton",N/A,N/A,"Mental Health, Substance Use, Vaping/Smoking, COVID, Obesity, Cancer, Heart, Access, COVID Vaccinations, Transportation, Diabetes, Preventative Care, Affordability, Food Insecurities, Geriatrics","Manage & Reduce Chronic Diseases, Provide Equitable Access to Care, Enhance & Educate for Healthy Behaviors, Address Social Determinants of Health",https://www.stelizabeth.com/docs/default-source/communitybenefits-documents/documents/2022/st-elizabeth-edgewood---2022-2024.pdf?sfvrsn=82331d72_2,https://www.stelizabeth.com/docs/default-source/communitybenefits-documents/documents/2022/st-elizabeth-edgewood---2022-2024.pdf?sfvrsn=82331d72_2,N/A,,
6510120,St. Elizabeth Florence,4900 Houston Road,Florence,41042-4824,KY,St. Elizabeth Healthcare,Non-Profit,2022,List of Counties," Boone, Campbell, Carroll, Gallatin, Grant, Kenton, Owen, Pendleton",N/A,N/A,"Mental Health, Substance Use, Vaping/Smoking, COVID, Obesity, Cancer, Heart, Access, COVID Vaccinations, Transportation, Diabetes, Preventative Care, Affordability, Food Insecurities, Geriatrics","Manage & Reduce Chronic Diseases, Provide Equitable Access to Care, Enhance & Educate for Healthy Behaviors, Address Social Determinants of Health",https://www.stelizabeth.com/docs/default-source/communitybenefits-documents/documents/2022/st-elizabeth-florence---2022-2024.pdf?sfvrsn=bd331d72_2,https://www.stelizabeth.com/docs/default-source/communitybenefits-documents/documents/2022/st-elizabeth-florence---2022-2024.pdf?sfvrsn=bd331d72_2,N/A,,
6510184,St. Elizabeth Fort Thomas,85 North Grand Avenue,Fort Thomas,41075-1796,KY,St. Elizabeth Healthcare,Non-Profit,2022,List of Counties," Boone, Campbell, Carroll, Gallatin, Grant, Kenton, Owen, Pendleton",N/A,N/A,"Mental Health, Substance Use, Vaping/Smoking, COVID, Obesity, Cancer, Heart, Access, COVID Vaccinations, Transportation, Diabetes, Preventative Care, Affordability, Food Insecurities, Geriatrics","Manage & Reduce Chronic Diseases, Provide Equitable Access to Care, Enhance & Educate for Healthy Behaviors, Address Social Determinants of Health",https://www.stelizabeth.com/docs/default-source/communitybenefits-documents/documents/2022/st-elizabeth-ft-thomas---2022-2024.pdf?sfvrsn=b7331d72_2,https://www.stelizabeth.com/docs/default-source/communitybenefits-documents/documents/2022/st-elizabeth-ft-thomas---2022-2024.pdf?sfvrsn=b7331d72_2,N/A,,
6510969,St. Elizabeth Grant,238 Barnes Road,Williamstown,41097-9482,KY,St. Elizabeth Healthcare,Non-Profit,2022,List of Counties," Boone, Campbell, Carroll, Gallatin, Grant, Kenton, Owen, Pendleton",N/A,N/A,"Mental Health, Substance Use, Vaping/Smoking, COVID, Obesity, Cancer, Heart, Access, COVID Vaccinations, Transportation, Diabetes, Preventative Care, Affordability, Food Insecurities, Geriatrics","Manage & Reduce Chronic Diseases, Provide Equitable Access to Care, Enhance & Educate for Healthy Behaviors, Address Social Determinants of Health",https://www.stelizabeth.com/docs/default-source/communitybenefits-documents/documents/2022/st-elizabeth-grant--2022-2024.pdf?sfvrsn=b6331d72_2,https://www.stelizabeth.com/docs/default-source/communitybenefits-documents/documents/2022/st-elizabeth-grant--2022-2024.pdf?sfvrsn=b6331d72_2,N/A,,
6510620,Sts. Mary & Elizabeth Hospital,1850 Bluegrass Avenue,Louisville,40215-1199,KY,CommonSpirit Health,Non-Profit,2022,Combination of counties and places,"Jefferson, Bullitt, Hardin, Nelson, Oldham, Shelby",N/A,Louisville,"Social Isolation, Obesity/Inactivity/Unhealthy Food, Violence,  Health Equity and Disparities, Access to Health Care, Mental Health, Substance Use","Health Equity and Disparities, Access to Health Care, Mental Health, Substance Use",https://uoflhealth.org/wp-content/uploads/2022/11/MEH_CHNA_booklet_7169_FINAL.pdf,https://uoflhealth.org/wp-content/uploads/2022/11/MEH_CHNA_booklet_7169_FINAL.pdf,Tabitha.underwood@uoflhealth.org,,
6510240,T. J. Samson Community Hospital,1301 North Race Street,Glasgow,42141-3483,KY,,Non-Profit,2022,List of Counties,"Barren, Hart, Metcalfe, Adair, Allen, Clinton, Cumberland, Edmonson, Green, Monroe, Russell, Taylor, Warren",N/A,N/A,"Tobacco Use, Substance Use, Diabetes, Nutrition, Physical Activity","Chronic diseases,Substance abuse disorders",https://res.cloudinary.com/dpmykpsih/image/upload/tj-samson-site-251/media/21e35b90b4e74c128d9a594d17276ed5/2022-tj-community-health-needs-assessment.pdf,https://res.cloudinary.com/dpmykpsih/image/upload/tj-samson-site-251/media/21e35b90b4e74c128d9a594d17276ed5/2022-tj-community-health-needs-assessment.pdf,N/A,,
6510075,T.J. Health Columbia,901 Westlake Drive,Columbia,42728-1123,KY,,Non-Profit,2021,Combination of counties and places,"Adair, Cumberland, Metcalfe,Casey, Green, Taylor, Russell",N/A,Columbia,"Substance Abuse, Obesity, Health Living, Chronic Disease Prevention, Physical Activity","Substance Abuse, Obesity, Health Living, Chronic Disease Prevention, Physical Activity",https://res.cloudinary.com/dpmykpsih/image/upload/tj-samson-site-251/media/669009c27ac0433489a94d39f60fec79/columbia-chna-2021.pdf,https://res.cloudinary.com/dpmykpsih/image/upload/tj-samson-site-251/media/669009c27ac0433489a94d39f60fec79/columbia-chna-2021.pdf,N/A,,
6510076,Taylor Regional Hospital,1700 Old Lebanon Road,Campbellsville,42718-9600,KY,CommonSpirit Health,Non-Profit,2022,List of Counties,"Taylor, Larue, Marion, Green, Adair, Casey",N/A,N/A,"Alcohol/Drugs, Transportation Services,  Access to Care, Jobs, Health & Wellness:, Cost of Care","Staffing, Covid-19 Recovery, Access to Care, Alcohol and Drug Abuse",https://www.trhosp.org/docs/Taylor_CHNA.pdf,https://www.trhosp.org/docs/Taylor_CHNA.pdf,N/A,,
6510017,The Brook at Dupont,1405 Browns Lane,Louisville,40207-4608,KY,"Universal Health Services, Inc.",Unable to Find,N/A unable to find,,,,,,,,,,,
6510020,The Brook Hospital - KMI,8521 Old LaGrange Road,Louisville,40242-3800,KY,"Universal Health Services, Inc.",Unable to Find,N/A unable to find,,,,,,,,,,,
6519001,The Medical Center Albany,723 Burkesville Road,Albany,42602-1654,KY,Med Center Health,Non-Profit,2022,List of Counties,"Clinton, Wayne, Cumberland, Russell, Pickett ",N/A,N/A,"Increase access to health care through the recruitment and retention of primary health care providers and additional specialty care providers, Increase efforts to reduce stigma and connect residents to mental health services, Reducing substance use in Clinton County, Increased marketing of hospital services and other community services, including age appropriate health screenings","Increase access to health care through the recruitment and retention of primary health care providers and additional specialty care providers, Increase efforts to reduce stigma and connect residents to mental health services, Reducing substance use in Clinton County, Increased marketing of hospital services and other community services, including age appropriate health screenings",https://medcenterhealth.org//wp-content/uploads/dlm_uploads/Albany-Community-Needs-FINAL.pdf,https://medcenterhealth.org//wp-content/uploads/dlm_uploads/Albany-Community-Needs-FINAL.pdf,melody.nall@uky.edu,,
6519055,The Medical Center at Caverna,1501 South Dixie Street,Horse Cave,42749-1477,KY,Med Center Health,Non-Profit,2022,Combination of counties and places,"Hart, Barren, Metcalfe, Edmonson, Butler, Allen, Logan, Warren, Simpson, Monroe",N/A,"Bonnieville, Horse Cave, Munfordville, Canmer, Cub Run, Hammonsville, Hardyville, Legrande, Linwood, Monroe, Priceville, Rowletts, Uno, Three Springs","Overweight/Obesity, Substance Abuse, High Blood Pressure, Depression, Poor Diet/Eating Habits, Mental Health, Smoking/Vaping, Dental Problems/Diabetes, Alcohol Misuse","Lung Disease, Substance Abuse, Stroke Readiness",https://medcenterhealth.org//wp-content/uploads/dlm_uploads/CHNA-MC-Caverna-2022-2024.pdf,https://medcenterhealth.org//wp-content/uploads/dlm_uploads/CHNA-MC-Caverna-2022-2024.pdf,N/A,,
6510477,Three Rivers Medical Center,2485 Highway 644,Louisa,41230-9242,KY,Quorum Health,For-Profit,N/A unable to find,,,,,,,,,,,
6510073,Trigg County Hospital,254 Main Street,Cadiz,42211-9153,KY,,Non-Profit,2022,List of Counties,Trigg,N/A,N/A,"Physical Environment & Transportation, Quality and Access to Health Education, Social and Community Connections","Address chronic health conditions to include obesity, high blood pressure, and lack of physical activity through the implementation of an interagency council whose focus will be to help create community engagement for key health initiatives, Increase availability of behavioral health services to children and adults, Improve transportation to medical care, medical services, and to meet health needs, Address financial insecurities/instabilities that impact people seeking and obtaining needed healthcare, Actively promote Hospital services to include Trigg County Primary Care and connected specialty services",https://www.trigghospital.org/docs/FINAL_Trigg_County_Hospital_CHNA_2022.pdf,https://www.trigghospital.org/docs/FINAL_Trigg_County_Hospital_CHNA_2022.pdf,melody.nall@uky.edu,,
6510065,TriStar Greenview Regional Hospital,1801 Ashley Circle,Bowling Green,42104-3362,KY,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,,,
6510935,Tug Valley ARH Regional Medical Center,260 Hospital Drive,South Williamson,41503-4072,KY,"Appalachian Regional Healthcare, Inc.",Non-Profit,2022,List of Counties,"Pike, Mingo",N/A,N/A,"Physical Environment/Transportation, Economic Security, Community Safety, Quality & Access of Health Education, Quality of Healthcare System","Access to care, Mental health, Lack of communication â services provided and community resources, Support groups, Obesity/Diabetes",https://www.arh.org/wp-content/uploads/2022/07/Tug-Valley-ARH-CHNA-2022.pdf,N/A,melody.nall@uky.edu,,
6510403,Twin Lakes Regional Medical Center,910 Wallace Avenue,Leitchfield,42754-2414,KY,Alliant Management Services,Non-Profit,2021,List of Counties,Grayson,N/A,N/A,"Address Chronic Health Conditions, Address Obesity/Physical Inactivity,Address Mental Health, Address Substance Abuse","Address Mental Health,Address Substance Abuse,Address Obesity/Physical Inactivity,Address Chronic Diseases",https://www.owensborohealth.org/sites/default/files/documents/ohtlmc-chna-full-report-2021.pdf,https://www.owensborohealth.org/sites/default/files/documents/2021_owensboro_health_twin_lakes_medical_center_implementation_strategy.pdf,melody.nall@uky.edu,,
6510455,University of Kentucky Albert B. Chandler Hospital,800 Rose Street,Lexington,40536-0293,KY,,Unable to Find,N/A unable to find,,,,,,,,,,,
6510550,University of Louisville Hospital,530 South Jackson Street,Louisville,40202-3611,KY,,Non-Profit,2022,List of Counties,"Jefferson, Bullit, Nelson, Hardin, Oldham, Shelby",N/A,N/A,"Obesity / Inactivity / Unhealthy Food,  Violence, Access to Care, Mental health, Substance Abuse, Social Isolation of Seniors/Senior Health, Cancer","Health Equity and Disparities, Access to Care,Cancer, Violence",https://uoflhealth.org/wp-content/uploads/2022/07/6.30.2022-CHNA-UofL-Hospital-Brown-Cancer-Center-Final.pdf ,https://uoflhealth.org/wp-content/uploads/2022/11/UMC_CHNA_booklet_7169_FINAL.pdf ,N/A,,
6510708,Wayne County Hospital,166 Hospital Street,Monticello,42633-2416,KY,,Non-Profit,2020,List of Counties,Wayne,N/A,N/A,"high blood pressure, overweight/obesity, diabetes, heart disease and stroke, respiratory/lung disease,mental health issues, cancer, substance use","Increase community collaboration and communication (between organizations) to address health needs and communicate available resources, connecting patients (upon diagnosis) to resources in community, increase community health education focusing on health lifestyles to reduce chronic diseases (high blood pressure; obesity and diabetes), reduce preventable hospital stays by identifying high risk populations and connecting them to resources, increase communication/promotion about recommended preventative health screenings including where screenings are available locally and how to access them",https://waynehospital.org/files/galleries/FINAL_WayneCo_CHNA2020_(002).pdf,https://waynehospital.org/files/galleries/FINAL_WayneCo_CHNA2020_(002).pdf,N/A,,
6510340,Western State Hospital,Russellville Road,Hopkinsville,42240-3017,KY,,Unable to Find,N/A unable to find,,,,,,,,,,,
6510967,Whitesburg ARH Hospital,240 Hospital Road,Whitesburg,41858-7627,KY,"Appalachian Regional Healthcare, Inc.",Non-Profit,2022,List of Counties,Letcher,N/A,N/A,"Mental health, Addiction/Recovery, Food Insecurity, Education â healthy lifestyles","Mental health, Addiction/Recovery, Food Insecurity, Education â healthy lifestyles",https://www.arh.org/wp-content/uploads/2022/07/Whitesburg-ARH-CHNA-2022.pdf ,N/A,melody.nall@uky.edu,,
