ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_Plan,Contact
6930103,"MemorialCare, Miller Children's & Women's Hospital Long Beach",2801 Atlantic Avenue,Long Beach,90806-1701,CA,MemorialCare,Non-Profit,2022,"Combination of counties, zip codes, and places","Orange, Los Angeles","90701, 90201, 90706, 90745,90746,90703,90220, 90221, 90222, 90630, 90241, 90242, 90247, 90716, 90250, 90255, 90712, 90713,90715, 90802, 90803, 90804,90805, 90806, 90807, 90808, 90810, 90813, 90814, 90815, 90720, 90001, 90002, 90003, 90044, 90059, 90262, 90650, 90723, 90731, 90740, 90755, 90280, 90744","Artesia, Bell Gardens, Bellflower, Carson, Carritos, Compton, Cypress, Downey, Gardena, Hawaiian Gardens, Hawthrone, Huntington Park, Lakewood, Long Beach, Los Alamitos, Los Angeles, Lynwood, Norwalk, Paramount, San Pedro, Seal Beach, Signal Hill, South Gate, Wilmington","Access to health services, Chronic diseases, COVID-19, Economic insecurity, Environment, Food insecurity, Housing and homelessness, Mental health, Overweight and obesity, Pregnancy an birth outcomes, Preventitive practices, Racism and discrimination, Substance use, Violence and injury ","Access to health services, Chronic diseases, COVID-19, Economic insecurity, Environment, Food insecurity, Housing and homelessness, Mental health, Overweight and obesity, Pregnancy an birth outcomes, Preventitive practices, Racism and discrimination, Substance use, Violence and injury ",https://www.memorialcare.org/sites/default/files/_images/content/Community-Benefit/MCWHLB-2022-CHNA-Final-Report-5.5.22.pdf,https://www.memorialcare.org/sites/default/files/_images/content/Community-Benefit/MCWH-Implementation-Strategy-FY2023-FY2025.pdf,communitybenefit@memorialcare.org
6930775,"MemorialCare, Orange Coast Memorial Medical Center",9920 Talbert Avenue,Fountain Valley,92708-5115,CA,MemorialCare,Non-Profit,2022,"Combination of counties, zip codes, and places",Orange,"92801, 92804, 90620, 92626, 92627, 90630, 92708, 92840, 92841, 92843, 92844, 92845, 92646, 92647, 92648, 92649, 92655, 92703, 92704, 92706, 92707, 90740, 90680, 92780, 92683","Anaheim, Buena Park, Costa Mesa, Cypress, Fountain Valley, Garden Grove, Huntington Beach, Midway City, Santa Ana, Seal Beach, Stanton, Tustin, Westminister","Access to care, Chronic diseases (Alzheimerâ€™s disease, asthma, cancer, diabetes, heart disease, liver, stroke), COVID-19, Economic security, Food security, Housing and homelessness, Mental health, Overweight/obesity, Preventive practices (vaccines and screenings), Senior health, Substance use ","Access to care, Chronic diseases (Alzheimerâ€™s disease, asthma, cancer, diabetes, heart disease, liver, stroke), COVID-19, Economic security, Food security, Housing and homelessness, Mental health, Overweight/obesity, Preventive practices (vaccines and screenings), Senior health, Substance use ",https://www.memorialcare.org/sites/default/files/_images/content/Community-Benefit/OCMC-2022-CHNA-Final-Report.pdf,https://www.memorialcare.org/sites/default/files/_images/content/Community-Benefit/OCMC-Implementation-Strategy-FY2023-FY2025-Final.pdf,communitybenefit@memorialcare.org
6930272,"MemorialCare, Saddleback Memorial Medical Center",24451 Health Center Drive,Laguna Hills,92653-3689,CA,MemorialCare,Non-Profit,2022,"Combination of counties, zip codes, and places",Orange,"92656, 92624, 92629, 92610, 92602, 92603, 92604, 92606, 92612, 92614, 92618, 92620, 92694, 92651, 92653, 92677, 92637, 92630, 92691, 92692, 92688, 92672, 92673, 92675, 92679, 92780, 92782","Aliso Viejo, Capistrano Beach, Dana Point, Foothill Ranch, Irvine, Ladera Ranch, Laguna Beach, Laguna Niguel, Laguna Woods, Lake Forest, Mission Viejo, Rancho Santa Margarita, San Clemente, San Juan Capistrano, Trabuco Canyon, Tustin","Access to care, Chronic disease (Alzheimer's disease, asthma, cancer, diabetes, heart disease, liver disease, and stroke), COVID-19, Food security, Housing and homelessness, Mental health, Overweight/obesity, Preventative practices (vaccines, screenings, and injury prevention, Substance use","Housing and homeless, mental health, access to care, COVID-19, Substance use",https://www.memorialcare.org/sites/default/files/_images/content/Community-Benefit/SMC-2022-CHNA-Final-Report.pdf,N/A,
6930740,Mendocino Coast District Hospital,700 River Drive,Fort Bragg,95437-5495,CA,,,N/A unable to find,,,,,,,,,
6930039,Menifee Valley Medical Center,28400 McCall Boulevard,Sun City,92585-9537,CA,Physicians for Healthy Hospitals,,N/A unable to find,,,,,,,,,
6930062,Menlo Park Surgical Hospital,570 Willow Road,Menlo Park,94025-2617,CA,Sutter Health,,N/A unable to find,,,,,,,,,
6932670,Mercy General Hospital,4001 J Street,Sacramento,95819-3600,CA,Dignity Health,Non-profit,2022,Combination of counties and zip codes,"Sacramento, El Dorado","95608, 95610, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95652, 95655, 95660, 95662, 95670, 95673, 95683, 95693, 95742, 95757, 95758, 95762, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95837, 95838, 95841, 95842, 95843, 95864",N/A,"Access to mental/behavioral/substance-use services, Access to basic needs such as housing, jobs, and food, Access to quality primary care health services, System navigation, Injury and disease prevention and management, Health equity, Active living and healthy eating, Safe and violence-free environmeny, Increased community connections, Access to specialty and extended care, Access to functional needs, Access to dental care and preventative services, Healthy and physical environment","Access to basic needs, System Navigation, Injury and disease prevention and management, Access to active living and healthy eating, Cultural competency, Access to specialty and extended care",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/sacramento-county-chna-main-report.pdf,N/A Unable to Find,N/A
6930734,Mercy Hospital of Folsom,1650 Creekside Drive,Folsom,95630-3400,CA,Dignity Health,Non-profit,2022,Combination of counties and zip codes,"Sacramento, El Dorado","95608, 95610, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95652, 95655, 95660, 95662, 95670, 95673, 95683, 95693, 95742, 95757, 95758, 95762, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95837, 95838, 95841, 95842, 95843, 95864",N/A,"Access to mental/behavioral/substance-use services, Access to basic needs such as housing, jobs, and food, Access to quality primary care health services, System navigation, Injury and disease prevention and management, Health equity, Active living and healthy eating, Safe and violence-free environmeny, Increased community connections, Access to specialty and extended care, Access to functional needs, Access to dental care and preventative services, Healthy and physical environment","Access to mental/behavioral/substance-use services, Access to basic needs, System Navigation, Injury and disease prevention and management, Access to active living and healthy eating, Cultural competency, Access to specialty and extended care",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/sacramento-county-chna-main-report.pdf,N/A Unable to Find,N/A
6930102,Mercy Hospitals of Bakersfield,"Mercy Hospital Downtown: 2215 Truxtun Avenue, Mercy Hospital Southwest: 400 Old River Road",Bakersfield,"Mercy Hospital Downtown: 93301, Mercy Hospital Southwest: 93311",CA,Dignity Health,Non-profit,2022,"Combination of counties, zip codes, and places",Kern,"93301, 93304, 93305, 93306, 93307, 93308, 93309, 93311, 93312, 93313, 93314, 93240, 93268, 93561","Bakersfield, Lake Isabella, Taft, Tehachapi","Mental health, COVID-19, Access to care, Economic Insecurity, Housing and homelessness, Substance use, Chronic diseases, Violence and Safety, Food insecurity, Preventative Practices, Environmental conditions (pollution), Birth indicators, Overweight and obesity, Sexually trasmitted infections, Dental care/oral health, Alzheimer's disease, Unintentional injuries","Access to health care, chronic diseases, COVID-19, mental health",https://www.dignityhealth.org/content/dam/dignity-health/central-ca/pdfs/Mercy%20Hospitals%202022%20CHNA%20Report.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/implementation-strategies/2022/MercyHospitalsBakersfield-2022ImplStrategy.pdf,N/A
6930130,Mercy Medical Center Merced,333 Mercy Avenue,Merced,95340-8319,CA,Dignity Health ,Non-profit,2022,Combination of counties and zip codes,Merced,"93620, 93635, 93665, 95301, 95303, 95312, 95315, 95317, 95322, 95324, 95333, 95334, 95340, 95341, 95348, 95365, 95369, 95374, 95388",N/A,"Access to health care services, cancer, diabetes, heart disease and stroke,  internal/maternal health and family planning, injury and violence, mental health, nutrition, physical activity and weight, oral health, potentially disabling conditions, respiratory disease, social determinants of health, substance abuse, tobacco use","Mental health, Substance Abuse, Diabetes, Respiratory Disease (COVID-19), Access to Healthcare Services, Nutrition, Physical Activity & Weight, Injury & Violence, Heart Disease & Stroke, Infant/Maternal Health & Family Planning, Tobacco Use, Oral Health, Cancer, Potentially Disabling Conditions",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/merced-mercy-medical-center-chna-22.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/implementation-strategies/2022/MercyMedCntrMerced-2022ImplStrategy.pdf,lillian.sanchez@commonspirit.org.
6932032,Mercy Medical Center Mount Shasta,914 Pine Street,Mount Shasta,96067-2143,CA,CommonSpirit Health,Non-profit,2022,"Combination of counties, zip codes, and places",Siskiyou ,"96014, 96023, 96025, 96027, 96031, 96032, 96034, 96037, 96038, 96039, 96044, 96050, 96057, 96058, 96064, 96067, 96085, 96086, 95568, 96134, 96094, 96097","Callahan, Dorris, Dunsmuir, Etna, Forks of Salmon, Fort Jones, Gazelle, Greenview, Grenada, Happy Camp, Hornbrook, Klamath River, McCloud, Macdoel, Montague, Mount Shasta, Scott Bar, Seiad Valley, Somes Bar, Tulelake, Week, Yreka","Access to Mental/Behavioral Health and Substance Use Services, Injury and Disease Prevention and Management, Access to Basic Needs Such as Housing, Jobs, and Food, Access to Quality Primary Care Health Services, Access to Specialty and Extended Care, Access to Dental Care and Preventive Services, Active Living and Healthy Eating, Access to Functional Needs, Safe and Violence, Free Environment ","Access to Mental/Behavioral Health and Substance Use Services, Injury and Disease Prevention and Management, Access to Basic Needs Such as Housing, Jobs, and Food, Access to Quality Primary Care Health Services, Access to Specialty and Extended Care, Access to Dental Care and Preventive Services, Active Living and Healthy Eating, Access to Functional Needs, Safe and Violence, Free Environment ",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/mercy-mt-shasta-med-center-chna-2022.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/MercyMtShasta-CHNA-2019-FINAL.pdf,alexis.ross@dignityhealth.org.
6932520,Mercy Medical Center Redding,2175 Rosaline Avenue,Redding,96001-2549,CA,CommonSpirit Health,Non-Profit,2022,Combination of counties and zip codes,"Shasta, Tehama","96001, 96002, 96003, 96007, 96019, 96024, 96033, 96047, 96052, 96073, 96087, 96088, 96093, 96022, 96080",N/A,"Access to Mental/Behavioral Health and Substanceâ€Use Services, Access to Basic Needs Such as Housing, Jobs, and Food, Access to Quality Primary Care Health Services, Access to Specialty and Extended Care, Increased Community Connections, Safe and Violenceâ€Free Environment, System Navigation, Injury and Disease Prevention and Management, Access to Functional Needs ","Access to Mental/Behavioral Health and Substanceâ€Use Services, Access to Basic Needs Such as Housing, Jobs, and Food, Access to Quality Primary Care Health Services, Access to Specialty and Extended Care, Increased Community Connections, Safe and Violenceâ€Free Environment, System Navigation, Injury and Disease Prevention and Management, Access to Functional Needs ",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/implementation-strategies/2022/chna-mercyredding-2022.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/implementation-strategies/2022/chna-mercyredding-2022.pdf,N/A
6930037,Mercy San Juan Medical Center,6501 Coyle Avenue,Carmichael,95608-0306,CA,CommonSpirit Health,Non-Profit,2022,Combination of counties and zip codes,"Sacramento, El Dorado","95608, 95610, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95652, 95655, 95660, 95662, 95670, 95673, 95683, 95693, 95742, 95757, 95758, 95762, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95837, 95838, 95841, 95842, 95843, 95864",N/A,"Access to Mental/Behavioral Health and Substance-Use Services, Access to Basic Needs Such as Housing, Jobs, and Food, Access to Quality Primary Care Health Services, System Navigation, Injury and Disease Prevention and Management, Health Equity: Equal Access to Opportunities to be Healthy (new, emergent), Active Living and Healthy Eating, Safe and Violence-Free Environment, Increased Community Connections (new from PHNs), Access to Specialty and Extended Care, Access to Functional Needs (transportation and physical mobility), Access to Dental Care and Preventive Services, Healthy Physical Environment","Access to Mental/Behavioral Health and Substance-Use Services, Access to Basic Needs Such as Housing, Jobs, and Food, Access to Quality Primary Care Health Services, System Navigation, Injury and Disease Prevention and Management, Health Equity: Equal Access to Opportunities to be Healthy (new, emergent), Active Living and Healthy Eating, Safe and Violence-Free Environment, Increased Community Connections (new from PHNs), Access to Specialty and Extended Care, Access to Functional Needs (transportation and physical mobility), Access to Dental Care and Preventive Services, Healthy Physical Environment",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/sacramento-county-chna-main-report.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/sacramento-county-chna-main-report.pdf,N/A
6932672,Methodist Hospital of Sacramento,7500 Hospital Drive,Sacramento,95823-5477,CA,CommonSpirit Health,Non-Profit,2022,Combination of counties and zip codes,"Sacramento, El Dorado","95608, 95610, 95621, 95624, 95626, 95628, 95630, 95632, 95638, 95652, 95655, 95660, 95662, 95670, 95673, 95683, 95693, 95742, 95757, 95758, 95762, 95811, 95814, 95815, 95816, 95817, 95818, 95819, 95820, 95821, 95822, 95823, 95824, 95825, 95826, 95827, 95828, 95829, 95830, 95831, 95832, 95833, 95834, 95835, 95837, 95838, 95841, 95842, 95843, 95864",N/A,"Access to Mental/Behavioral Health and Substance Use, Access to Basic Needs, Access to Quality Primary Care Health Services, System Navigation, Injury and Disease Prevention and Management,Health Equity,Active Living and Healthy Eating,Safe and Violence-Free Environment,Increased Community Connections (new from PHNs),Access to Specialty and Extended Care,Access to Functional Needs (transportation and physical mobility),Access to Dental Care and Preventive Services, Healthy Physical Environment","Access to Mental/Behavioral Health and Substance Use, Access to Basic Needs,Access to Quality Primary Care Health Services, System Navigation, Injury and Disease Prevention and Management,Health Equity,Active Living and Healthy Eating,Safe and Violence-Free Environment,Increased Community Connections (new from PHNs),Access to Specialty and Extended Care,Access to Functional Needs (transportation and physical mobility),Access to Dental Care and Preventive Services, Healthy Physical Environment",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/sacramento-county-chna-main-report.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/implementation-strategies/2019/sacramento-msjmc-meth-mgh-mfh-implstrategy2019-final-draft.pdf,N/A
6931630,Methodist Hospital of Southern California,300 West Huntington Drive,Arcadia,91007-3473,CA,Keck Medicine of USC,Non-Profit,2022,"Combination of counties, zip codes, and places",Los Angeles,"91006, 91007, 91008, 91010, 91016, 91024, 91104, 91107, 91702, 91706, 91731, 91732, 91733, 91740-91741, 91770, 91773, 91775, 91776, 91780, 91790, 91801","Arcadia, Bradbury, Duarte, Monrovia, Sierra Madre, Pasadena, Pasadena, Azusa, Baldwin Park, El Monte, South El Monte, Glendora, Rosemead, San Dimas, San Gabriel, Temple City, West Covina, Alhambra","Access to health services, Availability of mental health services, Screening, care, and management of individual health","Access to health services and continuity of care, Disease prevention and health promotion",https://www.uscarcadiahospital.org/documents/2022-Community-Health-Needs-Assessment.pdf,https://www.uscarcadiahospital.org/documents/2020-2022-Implementation-Strategy.pdf, info@med.usc.edu
6932120,Metropolitan State Hospital,11401 Bloomfield Avenue,Norwalk,90650-2015,CA,,Unable to Find,N/A unable to find,,,,,,,,,
6930315,Mills-Peninsula Health Services,1501 Trousdale Drive,Burlingame,94010-3282,CA,Sutter Health,Non-Profit,2022,Combination of counties and places, San Mateo,N/A,"Brisbane,Colma, Daly City, Millbrae, Pacifica, San Bruno, South San Francisco, Belmont, Burlingame, Foster City, San Carlos, San Mateo, Atherton, East Palo Alto, Menlo Park, Portola Valley, Redwood City, Woodside, Half Moon Bay,  Broadmoor, Burlingame Hills, Devonshire, El Granada, Emerald Lake Hills, Fair Oaks, Highlands/Baywood Park, Ladera, La Honda, Loma Mar, Los Trancos Woods/Vista Verde, Menlo Oaks, Montara, Moss Beach, North Fair Oaks, Palomar Park, Pescadero, Princeton, San Francisco International Airport, San Gregorio, South Coast/Skyline, Sequoia Tract, Skylonda, Stanford Lands, West Menlo Park","Behavioral Health, Economic Security, Healthcare Access and Delivery, Housing and Homelessness, Cancer, Climate/Natural Environment, Community Safety, Diabetes and Obesity, Maternal and Infant Health, Sexually Transmitted Infections, Unintended Injuries/Accidents","Healthcare Access and Delivery, Mental Health and Well-Being, Oral/Dental Health, Housing and Homelessness ",https://www.sutterhealth.org/pdf/for-patients/chna/mpmc-2022-chna.pdf,https://www.sutterhealth.org/pdf/for-patients/chna/mpmc-2019-2021-implementation-strategy.pdf,SHCB@sutterhealth.org
6930132,Miracle Mile Medical Center,6000 San Vicente Boulevard,Los Angeles,90036-4404,CA,,Non-Profit,N/A unable to find,,,,,,,,,
6932875,Mission Community Hospital,14850 Roscoe Boulevard,Panorama City,91402-4677,CA,,,N/A unable to find,,,,,,,,,
6931915,Mission Hospital,27700 Medical Center Road,Mission Viejo,92691-6474,CA,Providence St. Joseph Health,Non-Profit,2022,Combination of zip codes and places,N/A,"92624, 92629,92694,92651, 92677, 92630, 92691, 92692, 92688,92672, 92673,92675, 92656, 92610,92653, 92637, 92679","Capistrano Beach, Dana Point,Ladera Ranch, Laguna Beach,Laguna Niguel,Lake Forest, Mission Viejo, Rancho Santa Margarita,San Clemente, San Juan Capistrano ,Aliso Viejo,Foothill Ranch,Laguna Hills,Laguna Woods,Trabuco Canyon","Cancer,Diabetes,Early Childhood Education, Economic Mobility, Environment/Climate, Equity and Racial Disparities, Food Security, Health Care Access, Homelessness & Housing Instability, Mental Health & Substance Use, Obesity, Safety, Senior Health","Mental Health & Substance Use, Affordable housing and homelessness, Equity/Racial Disparities",https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/missionviejolagunabeach2021chna.pdf?la=en&rev=20c0bbe4e99448af8a618fdacaab6a4d&hash=7D63D0BB1F0ED34CFC48D8F959E6206E,https://www.providence.org/-/media/project/psjh/providence/socal/files/about/community-benefit/reports/missionviejolagunabeach2021-2023chip.pdf?la=en&rev=3b9f9fc00b514803ad110ffe9d199026&hash=C6B35A882DBB7ECC86B8940636E54ED9,Christy.cornwall@stjoe.org
6930391,Modoc Medical Center,228 West McDowell Avenue,Alturas,96101-3934,CA,,,N/A unable to find,,,,,,,,,
6931985,Monrovia Memorial Hospital,323 South Heliotrope Avenue,Monrovia,91016-2914,CA,,,N/A unable to find,,,,,,,,,
6932000,Montclair Hospital Medical Center,5000 San Bernardino Street,Montclair,91763-2326,CA,Prime Healthcare Services,Non-Profit,2022,Combination of counties and places,San Bernardino,N/A,"Victorville, Rancho Cucamonga, Montclair, Ontario, pomona, upland , claremont","Cardiovascular Disease and Diabetes, Mental and Behavioral Health, Infant and Maternal Health, Basic Needs for Health and Safety, Humane Housing, Meaningful Work and Wealth","Cardiovascular Disease and Diabetes, Mental and Behavioral Health, Infant and Maternal Health, Basic Needs for Health and Safety, Humane Housing, Meaningful Work and Wealth",https://montclair-hospital.org/wp-content/uploads/2022/12/2022-IE-CHNA-Hospital-Edition.003-1.pdf,https://montclair-hospital.org/wp-content/uploads/2023/04/Final-MHMC-2023-Implementation-Plan-.pdf,N/A
6932025,Monterey Park Hospital,900 South Atlantic Boulevard,Monterey Park,91754-4780,CA,"AHMC & Healthcare, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6933925,Motion Picture and Television Fund Hospital and Residential Services,23388 Mulholland Drive,Woodland Hills,91364-2792,CA,,For-Profit,2022,List of Places,N/A,N/A,Woodland Hills,"Arthritis management, Diabetes prevention and management, Depression, Anxiety, Dementia, Health maintenance exercise, health classes/forums, population health management, High cholesterol, Hypertension, Access to social workers and professionals for insurance matters, and general assistance navigating the complex health care system, Long-term care/skilled nursing (large demand and most facilities are full), Senior housing availability, undersupply of senior services available for the general public, skilled nursing, other long-term care, and acute mental healthcare, Medical management and out-of-network coverage issues remain a challenge and behavioral health services in particular, Rise in insurance premiums under the ACA, co-payments and deductibles is an ongoing challenge, Caregiving, General assistance with troubleshooting healthcare issues, Safety issues around Aging in Community, Social Isolation for Seniors, Transportation options","Seniors/Frail Elderly health challenges (e.g., falls, diabetes; hypertension; depression; anxiety; dementia, health maintenance),  access to social workers and professionals,  medical management of out-of-network coverage, access to long-term care/skilled nursing,  access to geriatric mental health care, social isolation for seniors, caregiving, safety issues around aging in the community, and senior housing availability",https://mptf.com/wp-content/uploads/2022/12/MPTF-CHNA-14Dec22-.pdf,https://mptf.com/wp-content/uploads/2022/12/MPTF-CHNA-14Dec22-.pdf,N/A
6931020,Napa State Hospital,2100 Napa-Vallejo Highway,Napa,94558-6293,CA,,Public,N/A unable to find,,,,,,,,,
6932720,Natividad Medical Center,1441 Constitution Boulevard,Salinas,93906-3100,CA,,Non-Profit,2022,Combination of counties and places,Monterey,N/A,"Salinas Monterey Peninsula, Salinas Valley, Natividad, United Way Monterey","Behavioral Health, Healthcare Access and Delivery, Diabetes and Obesity, Food and Housing Insecurity, Cancer, Maternal/Infant Health, Built Environment, Education and Literacy, Violence Prevention, Oral/Dental Health","Behavioral Health, Health Care Access and Delivery, Healthy Lifestyles, Diabetes and Obesity",https://www.svmh.com/documents/content/2020CHNA.pdf,https://www.svmh.com/documents/content/SVMHS-2929-IS-Report-final-2020-11-17.pdf,N/A
6932270,Naval Hospital Camp Pendleton,200 Mercy Circle,Camp Pendleton,92055-5191,CA,"Bureau of Medicine and Surgery, Department of the Navy",,N/A unable to find,,,,,,,,,
6931186,Naval Hospital Lemoore,937 Franklin Avenue,Lemoore,93246-0001,CA,"Bureau of Medicine and Surgery, Department of the Navy",,N/A unable to find,,,,,,,,,
6932840,Naval Medical Center San Diego,34800 Bob Wilson Drive,San Diego,92134-5000,CA,"Bureau of Medicine and Surgery, Department of the Navy",,2019,List of Zip Codes,N/A,"92037, 92103, 92037, 92024, 91910",N/A,"Access to health care, Aging, Behavioral health, Cancer, Chronic conditions, Community and social support, Economic security, Education, Homelessness & housing instability, Unintentional injury and violence","Access to healthcare, aging concerns, behavioral health, cancer, chronic conditions",https://www.scripps.org/sparkle-assets/documents/scripps-community-health-needs-assessment-2019.pdf,https://www.scripps.org/sparkle-assets/documents/scripps-community-health-needs-assessment-2019.pdf,(858) 678-7095
6930129,Newport Bay Hospital,1501 East 16th Street,Newport Beach,92663-5924,CA,,Unable to FInd,N/A unable to find,,,,,,,,,
6930403,NorthBay Medical Center,1200 B. Gale Wilson Boulevard,Fairfield,94533-3587,CA,,Non-Profit,2019,Combination of counties and places,Solano ,N/A,"Fairfield, Suisun City, Vacaville","Economic Security, Behavioral Health, Access to Care, Healthy Eating and Active Living, Violence and Injury Prevention, Housing, Maternal & Infant Health","Economic Security, Behavioral Health, Access to Care, Healthy Eating and Active Living, Violence and Injury Prevention, Housing, Maternal & Infant Health",https://www.northbay.org/upload/NorthBay-CHNA-2019-2022.pdf,https://www.northbay.org/upload/2020%20Community%20Benefit%20Implementation%20Plan.pdf,N/A
6930322,Northern Inyo Hospital,150 Pioneer Lane,Bishop,93514-2599,CA,,Public,N/A unable to find,,,,,,,,,
6932118,Northridge Hospital Medical Center,18300 Roscoe Boulevard,Northridge,91328-4167,CA,CommonSpirit Health,Non-Profit,2022,Combination of zip codes and places,N/A,"91302, 91303, 91304, 91306, 91307, 91311, 91316, 91324, 91325, 91326, 91331, 91335, 91340, 91342, 91343, 91344, 91345, 91351, 91352, 91354, 91355, 91356, 91364, 91367, 91401, 91402, 91405, 91406, 91411, 91601, 91605, 91606, 93063, 93065","San Fernando, Santa Clarita Valley","Access to health care services, cancer, diabetes, heart disease & stroke, housing, mental health, nutrition, physical activity & weight, oral health, potentially disabling conditions, respiratory disease (including covid-19), sexual health, substance abuse","Access to mental health, substance abuse, diabetes, oral health, access to healthcare services, nutrition, physical activity & weight, respiratory diseases (including covid-19), heart disease & stroke, potentially disabling conditions (including dementia/Alzheimerâ€™s disease), sexual health, cancer",https://www.dignityhealth.org/content/dam/dignity-health/pdfs/chna/2022-chna/northridge-hospital-medical-center-chna-22.pdf,https://www.dignityhealth.org/content/dam/dignity-health/pdfs/implementation-strategies/2022/NorthridgeHospital-2022ImplStrategy.pdf,CHNA.NorthridgeHospital@DignityHealth.org
6932123,Novato Community Hospital,180 Rowland Way,Novato,94945-5009,CA,Sutter Health,Non-Profit,2022,"Combination of counties, zip codes, and places",Marin,"94901, 94903, 94904, 94920, 94924, 94925, 94929, 94930, 94933, 94937, 94938, 94939, 94940, 94941, 94945, 94946, 94947, 94949, 94950, 94952, 94956, 94957, 94960, 94963, 94964, 94965, 94970, 94971, 94972, 94973","San Rafael, Novato, Marin City, Bolinas, Five Brooks, Woodville, Dillion Beach, Inverness, Seahaven, Marshall, Valley Ford, Tomales Bay, Point Reyes Station,  Point Reyes Station, Inverness, San Rafael Canal District","Access to Basic Needs Such as Housing, Jobs, and Food, Access to Mental/Behavioral Health and Substance Use Services, Access to Quality Primary Care Health Services, Increased Community Connections, Access to Functional Needs","Access to Basic Needs Such as Housing, Jobs, and Food, Access to Mental/Behavioral Health and Substance Use Services, Access to Quality Primary Care Health Services, Increased Community Connections, Access to Functional Needs",https://www.sutterhealth.org/pdf/for-patients/chna/nch-2022-chna.pdf,https://www.sutterhealth.org/pdf/for-patients/chna/nch-2022-2024-implementation-strategy.pdf,SHCB@sutterhealth.org
6933210,O'Connor Hospital,2105 Forest Avenue,San Jose,95128-1471,CA,,Public,N/A unable to find,,,,,,,,,
6932125,Oak Valley Hospital District,350 South Oak Avenue,Oakdale,95361-3581,CA,,Non-Profit,2021,"Combination of counties, zip codes, and places",Stanislaus,"95320, 95361, 95367, 95386","Escalon, Oakdale, Riverbank, Waterford","Access to health care, chronic diseases (asthma, cancer, diabetes, heart disease, liver disease), COVID-19, dental care, injury prevention, Economic insecurity, Food insecurity, mental health, overweight and obesity, preventive practices (screenings, vaccines), substance abuse","Access to health care, chronic diseases (asthma, cancer, diabetes, heart disease, liver disease), COVID-19, dental care, injury prevention, Economic insecurity, Food insecurity, mental health, overweight and obesity, preventive practices (screenings, vaccines), substance abuse",https://oakvalleyhospital.com/wp-content/uploads/2021/04/Oak-Valley-Hospital-2021-CHNA-Final.pdf,https://oakvalleyhospital.com/wp-content/uploads/2021/04/Oak-Valley-Hospital-Implementation-Strategy-2022-2024-Final-revised-3.11.21.pdf,drodrigues@ovhd.com
