ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6212390,Medina Memorial Hospital,200 Ohio St,Medina,14103-1095,NY,Orleans Community Health,Non-Profit,Combination of counties and places,2022,List of Counties,"Genessee, Orleans, Wyoming",N/A,"Genessee, Orleans, Wyoming","Promote Well-being and Prevent Mental and Substance Use Disorders; Promote Healthy Women, Infants, and Children; Promote a Healthy and Safe Environment; Prevent Chronic Diseases; Improve Health Status and Reduce Health Disparities","Chronic Disease Preventive care and Management, Promote Well-Being and Prevent Mental and Substance Use Disorders, Tobacco Prevention",https://orleanscommunityhealth.org/wp-content/uploads/2023/05/GOW_GeneseeOrleansWyomingCounties_2022_2024_CHA_FINAL.pdf,https://orleanscommunityhealth.org/wp-content/uploads/2023/05/GOW_GeneseeOrleansWyomingCounties_2022_2024_CHA_FINAL.pdf,N/A
6213060,Memorial Sloan-Kettering Cancer Center,1275 York Avenue,New York,10065-6007,NY,,Non-Profit,List of Counties,2019,List of Counties,"Bronx, Kings, Nassau, Orange, Queens, Richmond, Rockland, Suffolk, Westchester, Bergen, Essex, Hudson, Hunterdon, Middlesex, Monmouth, Morris, Ocean, Passaic, Somerset, Union, Warren, Fairfield",N/A,N/A,"Prevention and Screening
Education, Nutrition Education, Tobacco Cessation, Food Insecurity, Screening Guidelines in Spanish, Language Assistance for Limited
English Proficiency Patients, Collaborative initiatives with Community-Based Organizations, Targeted Outreach, Spanish Advertising Promotion
in Relevant Media","Healthy Eating and Food Security, Tobacco Prevention, Preventative Care and Management",https://www.mskcc.org/sites/default/files/node/39068/documents/ccsplan2020_print.pdf,https://www.mskcc.org/sites/default/files/node/39068/documents/ccsplan2020_print.pdf,communityaffaris@mskcc.org
6213060,Memorial Sloan-Kettering Cancer Center,1275 York Avenue,New York,10065-6007,NY,,Non-Profit,List of Counties,2022,List of Counties,"Bronx, Kings, New York, Nassau, Orange, Queens, Richmond, Rockland, Suffolk, Westchester, Bergen, Essex, Hudson, Hunterdon, Middlesex, Monmouth, Morris, Ocean, Passaic, Somerset, Union, Warren, Fairfield",N/A,N/A,"Prevent Initiation of Tobacco Use; Promote Tobacco Use Cessation; Increase Cancer Screening Rates for Breast, Cervical, and Colorectal Cancers","Prevent Initiation of Tobacco Use; Promote Tobacco Use Cessation; Increase Cancer Screening Rates for Breast, Cervical, and Colorectal Cancers",https://www.mskcc.org/sites/default/files/node/39068/documents/msk-2022_2024-chna-csp.pdf,https://www.mskcc.org/sites/default/files/node/39068/documents/msk-2022_2024-chna-csp.pdf,communityaffaris@mskcc.org
6211100,Mercy Hospital,565 Abbott Road,Buffalo,14220-2095,NY,Catholic Health System,Non-Profit,Combination of counties and places,2019,List of Counties,Erie,N/A,Buffalo,"Shortage of Primary Care Physicians and Specialists, Cost, Gaps in Mental Health Reach, Care Coordination and Navigation, Cultural Competency, Nutrition, Transportation, Overuse of the Emergency Department, Obesity, Health Literacy","Promote Mental Health and Prevent Substance Abuse; Prevent Chronic Disease; Prevent Communicable Diseases; Promote Well-being and Prevent Mental and Substance Use Disorders; Promote Healthy Women, Infants, and Children; Improve Heart Disease and Diabetes Healthcare Literacy; Promote Education Programs Targeting Pain Management Alternatives to Opioids",https://www.chsbuffalo.org/sites/default/files/files/mission/MHB%20Community%20Health%20Improvement%20Plan%202019-2021.pdf,https://www.chsbuffalo.org/sites/default/files/files/mission/MHB%20Community%20Health%20Improvement%20Plan%202019-2021.pdf,N/A
6211100,Mercy Hospital,565 Abbott Road,Buffalo,14220-2095,NY,Catholic Health System,Non-Profit,Combination of counties and places,2022,Combination,Erie,N/A,Buffalo,"Prevent Chronic Diseases; Promote Well-being and Prevent Mental and Substance Use Disorders; Promote Healthy Women, Infants, and Children","Healthy Eating and Food Security, Promote Well-being, Facilitate Supportive Environments That Promote Respect and Dignity for People of All Ages, Prevent Opioid and Other Substance Misuse and Deaths, Reduce Maternal Mortality and Morbidity, Perinatal and Infant Health",https://www.chsbuffalo.org/sites/default/files/files/mission/mhob-community-health-improvement-plan-2022-2024.pdf,https://www.chsbuffalo.org/sites/default/files/files/mission/mhob-community-health-improvement-plan-2022-2024.pdf,N/A
6214360,Mercy Medical Center,1000 North Village Avenue,Rockville Centre,11570-1000,NY,Catholic Health Services of Long Island,Non-Profit,Combination of counties and places,2019,List of Counties,Nassau,N/A,"Long Beach, Glen Cove ","Prevent Chronic Disease, Promote Well-being and Prevent Mental and Substance Use Disorders ","Promote Well-being and Prevent Mental and Substance Use Disorders, Promote a Healthy and Safe Envrionment, Prevent Chronic Diseases, Prevent Communicable Diseases, Promote Healthy Women, Infants, and Children",https://www.chsli.org/sites/default/files/2020-02/Mercy%20Medical%20Center%202019.2021%20CHNA%20and%20Attachments%20A_E.pdf,https://www.chsli.org/sites/default/files/2020-02/Mercy%20Medical%20Center%202019.2021%20CHNA%20and%20Attachments%20A_E.pdf,N/A
6210021,Mid-Hudson Forensic Psychiatric Center,Route 17M,New Hampton,10958,NY,New York State Office of Mental Health,Unable to Find,,N/A unable to find,,,,,,,,,
6215130,Mohawk Valley Psychiatric Center,1400 Noyes Street,Utica,13502-3854,NY,New York State Office of Mental Health,Unable to Find,,N/A unable to find,,,,,,,,,
6213100,Montefiore Medical Center,111 East 210th Street,Bronx,10467-2401,NY,Montefiore Health System,Non-Profit,Combination of counties and places,2019,Other,Bronx,N/A,Bronx,"Prevent Chronic Diseases, Promote Well-Being, Prevent Mental and Substance Use Disorders","Prevent Chronic Diseases, Promote Well-Being, Prevent Mental and Substance Use Disorders",https://www.montefiore.org/documents/communityservices/MMC-Community-Health-Needs-Report-2019-2021.pdf,https://www.montefiore.org/documents/communityservices/MMC-Community-Health-Needs-Report-2019-2021.pdf,nholling@montefiore.org
6212530,Montefiore Mount Vernon,12 North Seventh Avenue,Mount Vernon,10550-2098,NY,Montefiore Health System,Non-Profit,List of Counties,2019,List of Counties,Westchester,N/A,N/A,"Mental Health, Food and Nutrition, Chronic Disease screening and Care, Obesity, Child & Adolescent Health","Prevent Chronic Diseases; Promote Healthy Women,Infants and Children; Promote Mental Health and Prevent Substance Abuse; Prevent HIV; Sexually Transmitted Diseases; Vaccine; Preventable Diseases and Healthcare-Associated Infections; Promote a Healthy and Safe Environment",https://www.montefiore.org/documents/communityservices/MNR-MMV-Community-Health-Needs-Report-2019-2021.pdf,https://www.montefiore.org/documents/communityservices/MNR-MMV-Community-Health-Needs-Report-2019-2021.pdf,"Nicole Harris-Hollingsworth, EdD, MCHES Assistant Vice President, Community & Population Health nholling@montefiore.org"
6212530,Montefiore Mount Vernon,12 North Seventh Avenue,Mount Vernon,10550-2098,NY,Montefiore Health System,Non-Profit,"Combination of counties, zip codes, and places",2022,List of Counties,Westchester,"10801, 10550","White Plains, Yonkers, Bronx, Harrison","Asthma, Diabetes, Maternal and Child Health, Cancer and Human Papillomavirus (HPV), Medically Underserved/HPSA Designation Status 
"," Prevent Chronic Diseases, Promote Healthy Women, Infants and Children,  Prevent Communicable Diseases",https://www.montefiore.org/documents/communityservices/MNR-MMV_2022-CHNA-CSP-Report__FINAL.pdf,https://www.montefiore.org/documents/communityservices/MNR-MMV_2022-CHNA-CSP-Report__FINAL.pdf,"Oni Tongo: otongo1@montefiore.org
Elizabeth Spurrell-Huss: espurrel@montefiore.org"
6212600,Montefiore New Rochelle,16 Guion Place,New Rochelle,10801-5502,NY,Montefiore Health System,Non-Profit,List of Counties,2022,List of Counties,Westchester,N/A,N/A,"Prevent Chronic Diseases; Promote Healthy Women, Infants and Children; Prevent Communicable Diseases","Prevent Chronic Diseases; Promote Healthy Women, Infants and Children; Prevent Communicable Diseases",https://www.montefiore.org/documents/communityservices/MNR-MMV_2022-CHNA-CSP-Report__FINAL.pdf,https://www.montefiore.org/documents/communityservices/MMC-2022-CHNA-CSP-Report-FINAL.pdf,Nicole Harris-Hollingsworth: nholling@montefiore.org
6210037,Montefiore St. Luke's Cornwall,70 Dubois Street,Newburgh,12550-4851,NY,Montefiore Health System,Non-Profit,"Combination of counties, zip codes, and places",2019,Combination,"Orange, Ulster, Dutchess","12508, 12518, 12520, 10928, 12542,12553,12549, 12550, 12586, 12589, 10992, 10996",Newburgh,"Access to affordable, decent and safe housing; Access to affordable, reliable, personal and public transportation; Access to mental health providers","Prevent chronic diseases, Prevent communicable diseases",https://www.montefioreslc.org/documents/MSLC-2019-CHNA-W-Appendices-FINAL.pdf,https://www.montefioreslc.org/documents/MSLC-2019-CHNA-W-Appendices-FINAL.pdf,"Kate Dabroski, Vice President, Marketing, Public and Community Relations, 845.784.3850, kdabroski@montefioreslc.org"
6212655,Mount Sinai Beth Israel,First Avenue and 16th Street,New York,10003-3803,NY,Mount Sinai Health System,Non-Profit,List of Places,2020,List of Zip Codes,N/A,N/A,"Brooklyn, Manhattan","Aging Population; Access to Mental Health Care and Poor Mental Health Status; Access to Primary Health Care Services by Individuals with Limited Resources; Chronic Diseases and Contributing Lifestyle Factors; COVID-19 Pandemic and Effects; Environmental Determinants of Health; Homelessness; Navigating a Changing Health Care Provider, Environment, Poverty, Financial Hardship, and Basic Needs Insecurity; Safe and Affordable Housing; Socio-Economic, Racial, Cultural, Ethnic, and Linguistic Barriers to Care; Substance Abuse","Promote Well-Being and  Prevent Mental and Substance Use Disorders, Prevent Communicable Diseases, Prevent Chronic Diseases",https://www.mountsinai.org/files/MSHealth/Assets/MSBI/MSBI-MSB-CHNA-2020.pdf,https://www.mountsinai.org/files/MSHealth/Assets/MSBI/Implementation%20Strategy-MSBI-MSB-180509-Final.pdf,N/A
6213140,Mount Sinai Hospital,One Gustave L Levy Place,New York,10029-0310,NY,Mount Sinai Health System,Non-Profit,List of Counties,2020,List of Counties,"Bronx, Brooklyn, Manhattan, Queens, Staten Island",N/A,N/A,"Access to Mental Health Care and Poor Mental Health Status; Access to Primary Health Care Services by Individuals with Limited Resources; Aging Population; Chronic Diseases and Contributing Lifestyle Factors;  COVID-19 Pandemic and Effects; Environmental Determinants of Health; Homelessness; Navigating a Changing Health Care Provider; Environment; Poverty, Financial Hardship, and Basic Needs Insecurity; Safe and Affordable Housing; Socio-Economic, Racial, Cultural, Ethnic, and Linguistic Barriers to Care; Substance Abuse","Promote Well-Being and Prevent Mental and Substance Use Disorders,Prevent Communicable Diseases, Prevent Chronic Diseases, Promote Safe and healthy Environment",https://www.mountsinai.org/files/MSHealth/Assets/MSH/MSH-MSQ-CHNA-2020.pdf,https://www.mountsinai.org/files/MSHealth/Assets/HS/About/CommunityServicePlan-MSH-MSQ-2022-2024.pdf,N/A
6213335,Mount Sinai West,1000 Tenth Avenue,New York,10025-1716,NY,Mount Sinai Health System,Non-Profit,"Combination of counties, zip codes, and places",2020,Combination,Manhattan,"10011, 10120, 10018, 10020, 10036, 10106, 10027, 10023, 10025, 10026, 10030, 10031, 10032, 10033, 10039, 10040, 10034","Mount Sinan Morningside, Mount Sinan West, Upper West Side, Chelseas, Clinton","Access to Mental Health Care and Poor Mental Health Status; Access to Primary Health Care Services by Individuals with Limited Resources; Aging Population; Chronic Diseases and Contributing Lifestyle Factors;  COVID-19 Pandemic and Effects; Environmental Determinants of Health; Homelessness; Navigating a Changing Health Care Provider; Environment; Poverty, Financial Hardship, and Basic Needs Insecurity; Safe and Affordable Housing; Socio-Economic, Racial, Cultural, Ethnic, and Linguistic Barriers to Care; Substance Abuse","Access to Mental Health Care and Poor Mental Health Status; Access to Primary Health Care Services by Individuals with Limited Resources; Aging Population; Chronic Diseases and Contributing Lifestyle Factors;  COVID-19 Pandemic and Effects; Environmental Determinants of Health; Homelessness; Navigating a Changing Health Care Provider; Environment; Poverty, Financial Hardship, and Basic Needs Insecurity; Safe and Affordable Housing; Socio-Economic, Racial, Cultural, Ethnic, and Linguistic Barriers to Care; Substance Abuse",https://www.mountsinai.org/files/MSHealth/Assets/MSSL/MSM-MSW-CHNA-2020.pdf,https://www.mountsinai.org/files/MSHealth/Assets/MSSL/ImplementationStrategy-MSSL-MSW-180509-FinalA.pdf,N/A
6213660,Mount St. Mary's Hospital and Health Center,5300 Military Road,Lewiston,14092-1903,NY,Catholic Health System,For-Profit,List of Counties,2019,List of Counties,Niagara ,N/A,N/A,"Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Health Women, Infants, and Children; Promote Well Being; Prevent Communicable Diseases","Promote a Healthy and Safe Environment, Prevent Chronic Diseases, Prevent Communicable Diseases, Promote Well-Being and Prevent Mental and Substance Abuse Disorders, Prevent Chronic Disease ",https://www.chsbuffalo.org/sites/default/files/files/mission/2019-21%20MSMH%20Community%20Health%20Improvement%20Plan%20Summary.pdf,https://www.chsbuffalo.org/sites/default/files/files/mission/2019-21%20MSMH%20Community%20Health%20Improvement%20Plan%20Summary.pdf,Phone: (716)-298-2146 fred.caso@chsbuffaco.org
6211810,Nassau University Medical Center,2201 Hempstead Turnpike,East Meadow,11554-1859,NY,Catholic health Mercy Hospital,Public,List of Counties,2019,Combination,Nassau ,N/A,N/A,"Prevent Chronic Disease, Promote Well-Being and Prevent Mental, Substance Use Disorders","Prevent Chronic Disease, Promote Well-Being and Prevent Mental, Substance Use Disorders",https://www.chsli.org/sites/default/files/2021-07/mercy-medical-center-2019.2021-chna-and-attachments-a_e.pdf,https://www.chsli.org/sites/default/files/2021-07/mercy-medical-center-2019.2021-chna-and-attachments-a_e.pdf,N/A
,Nassau University Medical Center,2201 Hempstead Turnpike,East Meadow,11554-1859,NY,Catholic health Mercy Hospital,Public,List of Counties,2022,Combination,Nassau ,N/A,N/A,"Mental Health, Excercise, Diet, Opoid Use, Personal Health","Prevent Chronic Disease, Promote Well-Being and Prevent Mental, Substance Use Disorders",https://www.chsli.org/sites/default/files/2023-01/board-approved-chna-12.22.pdf,https://www.chsli.org/sites/default/files/2023-01/board-approved-chna-12.22.pdf,N/A
6211690,Nathan Littauer Hospital and Nursing Home,99 East State Street,Gloversville,12078-1203,NY,,Unable to Find,"Combination of counties, zip codes, and places",2019,Combination,"Fulton, Montgomery, Hamilton, Kerkimer","12010, 12025, 12032, 12078, 12095, 12108, 12117, 12134, 12139, 12164, 12190, 13454, 13470","Amsterdam, Broadalbin, Caroga Lake, Gloversville, Johnstown, Lake Pleasant, Mayfield, Northville, Piseco, Speculator, Wells, Salisbury Center, Stratford ","Prevent chronic diseases, prevent communicable diseases","Preventive care and management, antimicrobrial resistance and health-care associated infections ",https://www.fultoncountyny.gov/sites/default/files/CHNA%20%20CSP-CHIP%20NLH%20and%20Fulton.pdf,https://www.fultoncountyny.gov/sites/default/files/CHNA%20%20CSP-CHIP%20NLH%20and%20Fulton.pdf,N/A
6211690,Nathan Littauer Hospital and Nursing Home,99 East State Street,Gloversville,12078-1203,NY,Nathan Littauer Hospital ,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,"Fulton, Montgomery, Hamilton, Herkimer","12010, 12025, 12032, 12078, 12095, 12108, 12117, 12134, 12139, 12164, 12190, 13454, 13470 ","Amsterdam, Broadalbin, Caroga Lake, Gloversville, Johnstown, Lake Pleasant, Mayfield, Northville, Piseco, Speculator, Wells, Salisbury Center, Stratford ","Healthy eating and food security, Physical activity","Skills and knowledge to support healthy food and beverage choices; Promote school, childcare, and worksite environments that increase physical activity",https://www.nlh.org/wp-content/uploads/2023/04/CHNA-draft-for-Dec-2022-ver1.pdf,https://www.nlh.org/wp-content/uploads/2023/04/2022_25_chip_workplan-Fulton-County.pdf,Angela Stuart Palmer apalmer@fultoncountyny.gov 
6210325,New York City Children's Center,74-03 Commonwealth Boulevard,Jamaica,11426-1890,NY,New York State Office of Mental Health,Public,,N/A unable to find,,,,,,,,,
6210740,New York Community Hospital,2525 Kings Highway,Brooklyn,11229-1705,NY,,Non-Profit,Combination of zip codes and places,2019,Combination,N/A,"11229, 11230, 11235, 11234, 11236, 11210, 11223, 11214, 11224, 11226, 11218, 11204, 11203, 11212, 11239, 11219, 11691","Coney Island, Sheepshead Bay, Borough Park, Flatlands/Canarsie, Flatbush/Midwood, Bedford Stuyvesant, Bay Ridge/Dyker Heights, Rockaway/Broad Channel ","tobacco prevention, health eating & food security, preventative care & management ",Prevent Chronic Disease  ,https://nych.com/wp-content/uploads/2019/12/COMMUNITY_SERVICE_PLAN_2019.pdf,https://nych.com/wp-content/uploads/2019/12/COMMUNITY_SERVICE_PLAN_2019.pdf,N/A
6210740,Maimonides Midwood Community Hospital,2525 Kings Highway,Brooklyn,11229-1705,NY,Maimonides Health,Non-Profit,Combination of zip codes and places,2022,Combination,N/A,"11232, 11220, 11213, 11216, 11233, 11238, 11225, 11209, 11228, 11252, 11214, 11204, 11219, 11218, 11223, 11224, 11235, 11226, 11210, 11230, 11234, 11229, 11235, 11212, 11236","Sunset Park, Windor Terrace, Crown Heights South, Prospect Lefferts Gardens, Wingate, Bay Ridge, Dyker Heights, Fort Hamilton, Bensonhurst, Bath Beach, Gravesend, Mapleton, Borough Park, Kensington, Ocean Parkway, Coney Island South, Brighton Beach, Homecrest, Sea Gate, West Brighton, Flatbush, Midwood, Ditmas Park, Manhattan Terrace, Prospect Park South, Sheepshead Bay, Gerristen Beach, Plumb Beach, Kings Highway, Broadway Junction, Brownsville, Ocean Hill, Flatlands, Canarise, Bergen Beach, Georgetown, Marine Park, Mil Basin","Preventive Care & Management; Tobacco Prevention; Injuries, Violence and Occupational Health; Built & Indoor Envrionements; Maternal and Women's Health; Cross Cutting Healthy Women, Infants, and Children; Promote Well-being; Prevent Mental and Substance Use Disorders","Prevent chronic diseases; promote a healthy and safe environment; promote healthy women, infants and children; promote well-being and prevent substance use disorders",https://nych.com/wp-content/uploads/2023/06/Maimonides-Health-CHNA-CSP-Workplan-2022.pdf,https://nych.com/wp-content/uploads/2023/06/Maimonides-Health-CHNA-CSP-Workplan-2022.pdf,Michael Schwarz mischwarz@maimonidesmed.org
6213190,New York Eye and Ear Infirmary of Mount Sinai,310 East 14th Street,New York,10003-4201,NY,Mount Sinai Health System,Non-Profit,Combination of counties and places,2020,Combination,"Bronx, Brooklyn, New York, Manhatten, Queens, Staten Island",N/A,"Crotona-Tremont, Fordham-Bronx Park, High-Bridge-Morisania, Hunts Point-Mott Haven, Kingsbridge-Riverdale, NE Bronx, Pelham-Throgs Neck, Bedford Stuyvesant-Crown Heights,  Bensonhurst-Bay Ridge, Borough Park, Canarsie-Flatlands, Coney Island-Sheepshead Bay, Downtown Heghtts-Slope, East Flatbush-Flatbush, East New York, Greenpoint, Sunset Park, Williamsburg-Bushwick, Central Harlem-Morningside Heights, Chelsea-Clinton, East Harlem, Gramercy Park-Murray, Greenwich Village-Soho, Lower Manhattan, Union Square-Lower East Side, Upper East Side, Upper West Side, Washington Heights-Inwood, Bayside-Littleneck, Flushing-Clearview, Fresh Meadows, Jamaica, Long Island City-Astoria, Ridgewood-Forest Hills, Rockaway, SE Queens, SW Queens, West Queens, Port Richmond, South Beach-Tottenville, Stapleton St.George, Willowbrook","Access to mental health care and poor mental health status, access to primary health care services by individuals with limited resources, aging population, chronic disease and contribtuing lifestyles factors, environmental determinants of health, homelessness, navigating a changing health care provider environment, poverty financial harship and basic needs insecurity, safe and afforadble housing, socio-economic racial cultural ethnic and linguistic barriers to care, substance abuse ","Prevent chronic diseases; promote a healthy and safe environment; promote healthy women, infants and children; promote well-being and prevent substance use disorders; prevent communicable diseases",https://www.nyee.edu/files/MSHealth/Assets/NYEE/NYEE-CHNA-2020.pdf,https://www.nyee.edu/files/MSHealth/Assets/NYEE/NYEE-CHNA-2020.pdf,N/A
6213270,New York State Psychiatric Institute,1051 Riverside Drive,New York,10032-1007,NY,New York State Office of Mental Health,Unable to Find,,N/A unable to find,,,,,,,,,
6210024,New York-Presbyterian Hospital,525 East 68th Street,New York,10065-4870,NY,NewYork-Presbyterian,Non-Profit,Combination of counties and zip codes,2019,Combination,"Manahttan, Bronx, Brooklyn, Queens, Staten Island, Westchester ","10516, 10029, 12524,  11102, 12603, 10026, 10512, 10027, 12550, 10031, 10471, 10030, 10705, 10037, 10470, 10039, 10548, 07024, 10511, 07631, 08701, 10032, 10541, 10033, 10589, 10040, 06831, 11234, 06830, 11694, 06902, 11691, 10506, 11212, 10509 , 11236, 06880, 11233, 10044, 11207, 11101, 11209, 11106, 11214, 07093, 11228, ,07666, 11224, 10019, 11223, 10069, 11204, 10023, 11230, 10065, 11235, 10021, 11229, 10024, 11210, 10025, 07306, 10162, 10312, 10075, 10314, 10028, 10306, 10304, 10301 , 10305 , 10704 , 10701 , 10703 , 10706 , 10522 ,10550 , 10708, 10553, 10552, 10803, 10707, 10709, 10710, 10502, 10583, 10530, 10960, 10533, 10591, 10607, 10523, 10510, 10532, 10805, 10801, 10804 , 10538 , 10543 , 10606 ,10309 , 11220 , 11219, 11232, 10004, 11231, 07302, 07310, 07030, 10280, 10006, 10005, 10007, 10282, 10901, 10952, 07621, 10950, 10454, 10451, 10455, 10459, 11370, 11369, 10474, 10452, 10453, 10456, 10457, 10034, 10468, 10463, 10460, 10472, 10462, 10458, 10467, 11354, 11356, 10473, 11357, 10465, 10461, 10469, 10466, 10475, 11434, 10036, 10017, 10022, 11206, 11211, 11222, 11109, 10038, 10013, 10012, 10014, 10011, 10001, 10018, 11218, 11215, 11201, 11217, 11238, 11205, 11226, 11225, 11203, 11216, 11213, 11221, 10002, 10009, 11249, 10003, 10010, 10016, 11208, 11237, 11378, 11104, 11103, 11377, 11385, 11379, 11374, 11373, 11372, 11414, 11417, 11421, 11420, 11419, 11375, 11418, 11415, 11368, 11367, 11435, 11355, 11365, 11358, 10035, 11105, 11413, 11433, 11432, 11366, 11423, 11412, 11364, 11360, 11361, 11030, 11050, 11530, 10605, 10528, 10580, 10573, 10603, 10601, 10595, 10604, 10594, 10570, 10577, 10504, 10520, 10567, 10562, 10598, 10566, 10537, 10524, 10547, 10588, 10579, 10514, 10549, 10507, 10536, 07632, 07670, 10464, 10965, 11371, 10977, 11359, 10954, 10112, 10956, 10020, 10103, 12508, 10104, 10501, 07311, 10527, 10281, 10505, 10279, 10535, 10278, 10546, 10045, 10596, 10271, 12604, 11251, 12590, 11416, 12533, 11451, 12520, 11439, 12518, 11436, 10930, 11430, 10928, 11239, 10996, 10106, 10920, 10105, 10989, 10151, 10994, 10153, 10913, 10107, 10962, 10155, 10964, 10152, 10545, 10171, 10968, 10172, 10976, 10167, 10983, 10179, 06807, 10176, 06878, 10173, 06870, 10110,, 10168, 10178, 10165, 10170, 10174, 10169, 10177, 10154, 10121, 10119, 10122, 10120, 10118, 10158, 10111, 11425, 11692, 11693, 11252, 11697, 10307, 10308, 10310, 10302, 10303, 10311, 07304, 07305, 07002, 11024, 11023, 11021, 11363, 11020, 11362, 11576, 11040, 11042, 11004, 11005, 11001, 11426, 11427, 11428, 11429, 11411, 11003, 11010, 10517, 10927, 10993, 10923, 12512, 07022, 07010, 07020, 07047, 07086, 07087, 07307, 06906, 06820, 06854, 06855, 06853",N/A,"Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well-being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases","Prevent Chronic Diseases, Promote Well-being, Prevent Mental and Substance Use Disorders",https://www.nyp.org/pdf/community-service/NYPH-CHNA-2019-2021.pdf,https://www.nyp.org/pdf/community-service/NYPH-CHNA-2019-2021.pdf,community@nyp.org
6211595,New York-Presbyterian Queens,56-45 Main Street,Flushing,11355-5045,NY,NewYork-Presbyterian,Non-Profit,List of Zip Codes,2019,List of Zip Codes,N/A,"11103, 11105, 11208, 11354, 11355, 11356, 11357, 11358, 11359, 11360, 11361, 11364, 11365, 11366, 11367, 11368, 11369, 11370, 11371, 11372, 11373, 11374, 11375, 11377, 11378, 11379, 11385, 11412, 11415, 11418, 11419, 11420, 11421, 11423, 11425, 11432, 11433, 11434, 11435, 11439, 11451",N/A,"Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well-being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases","Women's Health, Obesity, Mental Health and Substance Abuse ",https://www.nyp.org/pdf/community-service/NYP-Queens-CHNA-2019-2021.pdf,https://www.nyp.org/sites/default/files/acquiadam/2020-08/NYP-Queens-CSP-2019-2021.pdf,community@nyp.org
6213930,New York-Presbyterian/Hudson Valley Hospital,1980 Crompond Road,Cortlandt Manor,10567-4182,NY,NewYork-Presbyterian,Non-Profit,"Combination of counties, zip codes, and places",2019,Combination,"Westchester, Putnam ","10501, 10505, 10511, 10516, 10517, 10520, 10524, 10527, 10535, 10537, 10541, 10545, 10546, 10547, 10548, 10562, 10566, 10567, 10579 10588, 10596, 10598",N/A ,"Prevent Chronic Diseases; Promote a Healthy and Safe Environment; Promote Healthy Women, Infants and Children; Promote Well-being and Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases","Obesity, Mental Health & Substance Abuse, Women's Health ",https://www.nyp.org/pdf/community-service/NYP-Hudson-Valley-CHNA-2019-2021.pdf,https://www.nyp.org/pdf/community-service/NYP-Hudson-Valley-CSP-2019-2021.pdf, community@nyp.org
6212565,Newark-Wayne Community Hospital,1200 Driving Park Avenue,Newark,14513-1057,NY,Rochester Regional Health,Non-Profit,Combination of counties and places,2017,Combination,"Wayne, Ontario",N/A,"Arcadia, Clyde, Ontario, Walworth, Macedon, Williamson, Marion, Palmyra, Sodus Point, Lyons, Huron, Rose, Galen, Savannah, Butler, Wolcott, Manchester, Phelps","Reduce Obesity in Children and Adults, Reduce Heart Disease and Hypertension, Reduce Obesity Rates Among, Low Income Populations ","Reduce Obesity in Children and Adults, Reduce Heart Disease and Hypertension, Reduce Obesity Rates Among, Low Income Populations ",https://www.rochesterregional.org/-/media/files/about/nwch-csp.pdf,N/A,N/A
6210555,NewYork-Presbyterian Brooklyn Methodist Hospital,506 Sixth Street,Brooklyn,11215-3609,NY,NewYork-Presbyterian,Non-Profit,Combination of counties and zip codes,2019,Combination,Kings,"11201, 11221, 11203, 11223, 11204, 11224, 11207, 11225, 11208, 11226, 11209, 11228, 11210, 11229, 11212, 11230, 11213, 11231, 11214, 11232, 11215, 11233, 11216, 11234, 11217, 11235, 11218, 11236, 11219, 11238, 11220, 11252",N/A,"Childhood Obesity, Diabetes, Obesity, Physical Activity, Late or No Prenatal Care, Hospitalizations, Preventable Diabetes, Adults with Poor Mental Health, Cancer Incidence, Binge Drinking","Obesity, Mental Health & Substance Abuse, Women's Health",https://nyp.widen.net/s/czhqbflgvt/nyph-chna-2022-2024,https://nyp.widen.net/s/29xdctdfxb/nyph-csp-2022-2024, community@nyp.org
6210555,NewYork-Presbyterian Brooklyn Methodist Hospital,506 Sixth Street,Brooklyn,11215-3609,NY,NewYork-Presbyterian,Non-Profit,Combination of counties and places,2022,Combination,"New York, Westchester ",N/A,"Crown Heights, Lower East Side, Chinatown, Washington Heights, Mount Vernon","Unmet mental health needs, social isolation, Food insecurity and housing instability, substance use including alcohol and drugs, transportation, obesity, tobacco use, diabetes, high blood pressure, nutrition/ healthy eating","Prevent Chronic Disease; Healthy Eating & Food Security; Tobacco Prevention; Child & Adolescent Health; Cross-cutting Healthy Women, Infants, and Children; Promote Well-Being & Prevent Mental and Substance Use Disorders; Prevent Communicable Diseases",https://nyp.widen.net/s/czhqbflgvt/nyph-chna-2022-2024,https://nyp.widen.net/s/29xdctdfxb/nyph-csp-2022-2024,"Andres Nieto, Senior Director of Communiy and Population Health nietoan@nyp.org "
