ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6411870,Lake Health,7590 Auburn Road,Concord Township,44077-9176,OH,,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,Lake ,"44092, 44095, 44094, 44060, 44045, 44077, 44081, 44057","Painesville, East Lake","Access to Healthcare, Built Environment, Cancer, Chronic Disease, Economic Concerns, Infectious Disease, Mental Health, Substance Use & Misuse, Unintential Injury & Accidents","Mental Health; substance use and addiction; Chronic disease; Maternal/Infant, and Child Health",https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-lake-2022.pdf?la=en&hash=909DEDDC23760C45F6EC8B593B3961CE92849871,https://www.uhhospitals.org/-/media/Files/About-UH/Community-Benefit/chna-lake-implementation-strategy-2023.pdf?la=en&hash=DB7F88005B88219AE24E7FB846663F4FCBDE5101,CommunityBenefit@UHhospitals.org
6411800,Licking Memorial Hospital,1320 West Main Street,Newark,43055-3699,OH,,Non-Profit,Combination of counties and zip codes,2019,Combination,Licking,"43001,43721,43008,43013,43018, 43023,43740,43055,43056,43025, 43027,43030,43031,43033,43055, 43058,43093,43062,43071,43073,43080",N/A," Behavioral health – reduce the burden of addiction and reduce untreated depression and anxiety 
 Chronic disease – decrease negative health conditions associated with obesity, decrease the prevalence of tobacco use, and decrease the burden of cancer
  Access to Care – increase affordable healthcare options
Infant mortality – reduce infant mortality","Behavioral health: reduce the burden of addiction and reduce untreated depression and anxiety; Chronic disease: decrease negative health conditions associated with obesity, decrease the prevalence of tobacco use, and decrease the burden of cancer; Access to Care: increase affordable healthcare options; Infant mortality: reduce infant mortality",https://www.lmhealth.org/PDF-Files/CHNAs/CHNA-2019.aspx,https://www.lmhealth.org/PDF-Files/CHNAs/CHNA-2019.aspx,Info@LMHealth.org
6410299,Life Line Hospital,200 School Street,Steubenville,43953-9610,OH,,Non-Profit,List of Counties,2019,List of Counties,Lake,N/A,N/A,"Access to, or retention of, safe and affordable housing; access to and expansion of transportation options; additional support for the seniors, elderly and homebound; increased opportunities for job training, employment and retention; expanded drug treatment programs, with emphasis on the opiate epidemic; guardianship services; food insecurity","Access to, or retention of, safe and affordable housing; access to and expansion of transportation options; additional support for the seniors, elderly and homebound; increased opportunities for job training, employment and retention; expanded drug treatment programs, with emphasis on the opiate epidemic; guardianship services; food insecurity",https://www.lclifeline.org/wp-content/uploads/2019/10/2019-Needs-Assessment-FINAL.pdf,https://www.lclifeline.org/wp-content/uploads/2019/10/2019-Needs-Assessment-FINAL.pdf,N/A
6410039,LifeCare Hospital of Dayton,4000 Miamisburg-Centerville Road,Miamisburg,45342-7615,OH,LifeCare Management Services,Non-Profit,,N/A unable to find,,,,,,,,,
6411540,Lima Memorial Health System,1001 Bellefontaine Avenue,Lima,45804-2899,OH,,Non-Profit,Combination of counties and places,2022,List of Counties,"Allen, Auglaize, Hancock, Hardin, Logan, Mercer, Paulding, Putnam, Shalby, Van Wert",N/A,Lima,"Chronic Disease and Increased Wellness, Mental Health and Substance Abuse, Maternal Fetal and Infant Health, Social Determinants of Health","Chronic Disease and Increased Wellness, Mental Health and Substance Abuse, Maternal Fetal and Infant Health, Social Determinants of Health",https://www.limamemorial.org/media/dxnhcefs/community-health-needs-assessment_update-2022.pdf,N/A,N/A
6410075,Lindner Center of HOPE,4075 Old Western Row Road,Mason,45040-3104,OH,,Non-Profit,Combination of counties and places,2022,List of Counties,"Hamilton, Butler, Warren, Clermont, Montgomey, Clinton, Greene, Highland, Franklin, Brown",N/A,Mason,"Mental Health; Depression and Anxiety, Access to Care; Services, Resources, Strengthen workforce pipeline and diversity","Mental Health; Depression and Anxiety, Access to Care; Services, Resources, Strengthen workforce pipeline and diversity",https://lindnercenterofhope.org/wp-content/uploads/2022/06/COMMUNITY-HEALTH-NEEDS-ASSESSMENT-report-final.pdf,https://lindnercenterofhope.org/wp-content/uploads/2022/06/COMMUNITY-HEALTH-NEEDS-ASSESSMENT-report-final.pdf,N/A
6410205,Louis Stokes Cleveland Veterans Affairs Medical Center,10701 East Boulevard,Cleveland,44106-1702,OH,Department of Veterans Affairs,Unable to find,,N/A unable to find,,,,,,,,,
6410780,Lutheran Hospital,1730 West 25th Street,Cleveland,44113-3170,OH,Cleveland Clinic Health System,Non-Profit,"Combination of counties, zip codes, and places",2022,List of Zip Codes,"Medina, Cuyahoga, Lorain","44256, 44212, 44145, 44144, 44142, 44135, 44134 ,44133, 44131 , 44130, 44129, 44128, 44127, 44126, 44125 , 44120, 44118, 44116, 44115, 44114, 44113, 44111, 44110, 44109, 44108, 44107, 44106, 44105, 44104, 44103, 44102, 44070, 44039, 44035","Cleveland, Rocky River, Independence, North Royalton, Brook Park, Westlake, Brunswick, Medina, Nort Ridgeville, North Olmsted, Lakewood","Access to Healthcare, Behavioral Health, Chronic Disease Prevention and Management, Maternal and Child Health, Socioeconomic Issues","Access to Healthcare, Behavioral Health, Chronic Disease Prevention and Management, Maternal and Child Health, Socioeconomic Issues",https://my.clevelandclinic.org/-/scassets/files/org/about/community-reports/chna/2022/2022-lutheran-hospital-chna.pdf?la=en,https://my.clevelandclinic.org/-/scassets/files/org/about/community-reports/chna/2022/2022-lutheran-hospital-chna.pdf?la=en,chna@ccf.org
6411585,Madison Health,210 North Main Street,London,43140-1115,OH,,Non-Profit,Combination of counties and zip codes,2022,List of Counties,"Madison, Franklin, Clark","43140, 43143, 45369, 45503, 45504, 45505, 43119",N/A,"Obesity, Inactivity, Unhealthy Food, Access to Care, Cancer Incidence and Mortality, Substance Abuse","Obesity, Inactivity, Unhealthy Food, Access to Care, Cancer Incidence and Mortality, Substance Abuse",https://www.madison-health.com/content/uploads/2023/04/Madison-Health-2022-CHNA.pdf,https://www.madison-health.com/content/uploads/2023/04/Madison-Health-2022-CHNA.pdf,N/A
6411900,Magruder Memorial Hospital,615 Fulton Street,Port Clinton,43452-2001,OH,,Non-Profit,"Combination of counties, zip codes, and places",2023,Combination,"Ottawa, Sandusky","43408, 43412, 43416, 43430, 43432, 43433, 43436, 43439","Clay Center, Curtice, Elmore, Genoa, Graytown, Gypsum, Isle Saint Geroge, Lacarne","Mental Health and Addiction, Chronic Disease, Maternal and Infant Health, Community Conditions, Health Behaviors, Access to Care","Mental Health and Addiction, Chronic Disease, Access to Care",https://www.magruderhospital.com/app/files/public/4893f556-614b-417a-a9cd-571e86b50ecf/ottawa-county-CHNA-08.31.23.pdf,https://www.magruderhospital.com/app/files/public/5d5e7b12-c18a-4ca5-8ad6-a32b8c9b38a0/Ottawa%20County%20CHIP_11.16.23.pdf,stephanie@moxleypublichealth.com
6411630,Marietta Memorial Hospital,401 Matthew Street,Marietta,45750-1699,OH,Memorial Health System,Non-Profit,"Combination of counties, zip codes, and places",2021,Combination,Washington,45750,"Marietta, Belpre",Access to healthcare and healthcare programs; Prevention and management of chronic disease; Community Outreach (Resources and support systems); Behavioral Health ,Access to healthcare and healthcare programs; Prevention and management of chronic disease; Community Outreach (Resources and support systems); Behavioral Health ,https://mhsystem.org/assets/documents/Community%20Health%20Needs%20Assessment%20Final%209-30-21.pdf,https://mhsystem.org/assets/documents/Community%20Health%20Needs%20Assessment%20Final%209-30-21.pdf,N/A
6410165,Mary Rutan Hospital,205 Palmer Avenue,Bellefontaine,43311-2281,OH,,Non-Profit,List of Counties,2023,List of Counties,"Logan, Champaign",N/A,N/A,"Affordable Housing and homelessness, mental health and suicide, senior services, substance abuse, emerging needs and social determinants of health","Health Behaviors, Access to Care, Mental Health and Addiction, Chronic Diseases, Maternal and Infant Health",https://res.cloudinary.com/dpmykpsih/image/upload/mary-rutan-site-320/media/8b11d704b38944f8a68ce53dc4172fac/2023mrh-hip-final-nov-27-2023.pdf,https://res.cloudinary.com/dpmykpsih/image/upload/mary-rutan-site-320/media/8b11d704b38944f8a68ce53dc4172fac/2023mrh-hip-final-nov-27-2023.pdf,N/A
6411375,Marymount Hospital,12300 McCracken Road,Garfield Heights,44125-2975,OH,Cleveland Clinic Health System,Unable to find,"Combination of counties, zip codes, and places",2022,Combination,"Cuyahoga, Summit, Portage","44056, 44067, 44087, 44102, 44104, 44105, 44109, 44111, 44118, 44120, 44122, 44124, 44125, 44127, 44128, 44129, 44130, 44131, 44133, 44134, 44137, 44139, 44141, 44146, 44167, 44202, 44241",Cleveland,"Access to affordable health care, addiction and mental health, chronic disease prevention and management, infant mortality, medical research and health professions education, socioeconomic concerns","Access to affordable health care, addiction and mental health, chronic disease prevention and management, infant mortality, medical research and health professions education, socioeconomic concerns",https://my.clevelandclinic.org/-/scassets/files/org/about/community-reports/chna/2022/2022-marymount-hospital-chna.pdf?la=en,https://my.clevelandclinic.org/-/scassets/files/org/about/community-reports/chna/2022/2022-marymount-hospital-chna.pdf?la=en,CHNA@ccf.org
6411858,McCullough-Hyde Memorial Hospital/TriHealth,110 North Poplar Street,Oxford,45056-1292,OH,,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,"Preble, Butler, Franklin, Union","45056, 45011, 45013, 45311, 45320, 47012, 47353, 47003","Cincinnati, Hamilton, Norwood, Piqua, Springdale","Mental Health, Access including psychiatric services, Alcohol and other drugs, Access to healthcare, Food insecurity, obesity, health behaviors","Mental Health, Access including psychiatric services, Alcohol and other drugs, Access to healthcare, Food insecurity, obesity, health behaviors",https://www.bing.com/ck/a?!&&p=065b3e7083ac56d7JmltdHM9MTcxMjUzNDQwMCZpZ3VpZD0yY2Q2ZDU4Mi01MDQzLTY4YzYtMjViYi1kYTJjNTFiODY5OGMmaW5zaWQ9NTIxMQ&ptn=3&ver=2&hsh=3&fclid=2cd6d582-5043-68c6-25bb-da2c51b8698c&psq=Mccullough+hyde+memorial+hospital+oxford+ohio+community+needs+health+assessment&u=a1aHR0cHM6Ly9jZC50cmloZWFsdGguY29tLy0vbWVkaWEvdHJpaGVhbHRoL2RvY3VtZW50cy9ob3NwaXRhbHMtYW5kLXByYWN0aWNlcy9tY2N1bGxvdWdoLWh5ZGUtbWVtb3JpYWwtaG9zcGl0YWwvc2VydmljZXMvd2VsbG5lc3MtcHJvZ3JhbXMvMjAyMi1tY2N1bGxvdWdoLWh5ZGUtbWVtb3JpYWwtaG9zcGl0YWwtY2huYS5wZGY_bGE9ZW4maGFzaD1GMzE1MTE0MEZDN0U5ODk0NkVCMDlENzk4QkJCOUMyQ0E1N0RCNkFD&ntb=1,https://www.bing.com/ck/a?!&&p=065b3e7083ac56d7JmltdHM9MTcxMjUzNDQwMCZpZ3VpZD0yY2Q2ZDU4Mi01MDQzLTY4YzYtMjViYi1kYTJjNTFiODY5OGMmaW5zaWQ9NTIxMQ&ptn=3&ver=2&hsh=3&fclid=2cd6d582-5043-68c6-25bb-da2c51b8698c&psq=Mccullough+hyde+memorial+hospital+oxford+ohio+community+needs+health+assessment&u=a1aHR0cHM6Ly9jZC50cmloZWFsdGguY29tLy0vbWVkaWEvdHJpaGVhbHRoL2RvY3VtZW50cy9ob3NwaXRhbHMtYW5kLXByYWN0aWNlcy9tY2N1bGxvdWdoLWh5ZGUtbWVtb3JpYWwtaG9zcGl0YWwvc2VydmljZXMvd2VsbG5lc3MtcHJvZ3JhbXMvMjAyMi1tY2N1bGxvdWdoLWh5ZGUtbWVtb3JpYWwtaG9zcGl0YWwtY2huYS5wZGY_bGE9ZW4maGFzaD1GMzE1MTE0MEZDN0U5ODk0NkVCMDlENzk4QkJCOUMyQ0E1N0RCNkFD&ntb=1,Frank_Nation@trihealth.com
6411665,Memorial Health,500 London Avenue,Marysville,43040-1594,OH,,Non-Profit,,N/A unable to find,,,,,,,,,
6410506,Mental Health Services for Clark and Madison Counties,474 North Yellow Springs Street,Springfield,45504-2463,OH,,Unable to find,Combination of counties and places,2023,Combination,"Madison, Clark",N/A,Springfield,Depression Screening; Improve the efficacy of interventions available to EMS first responders for mental health related situations; Improve coordination of efforts between individual treating physicians and the community of mental health services providers; Create a seamless continuum of care from the school through the various medical and social service agencies when dealing with school-age children; Improve the efficacy of the elementary educational experience; Reduce the incidence of reported suicidal ideation amount middle school-age children in Clark County,"Chronic disease prevention, maternal and infant health and sexual health, mental health and substance abuse, cross-cutting committees",https://mhscc.org/wp-content/uploads/2021/10/MHS-Comm-Health-Needs-Assessment-CY2021Q3-updated-2021-09-15.pdf,https://mhscc.org/wp-content/uploads/2021/10/MHS-CHA-implementation-plan-CY2021-Q3-updated-2021-09-15.pdf,N/A
6410947,Mercer Health,800 West Main Street,Coldwater,45828-1698,OH,,Unable to find,List of Counties,2022,List of Counties,Mercer ,N/A,N/A,"Mental and Behavioral Health, Healthy Weight Status, Substance Use and Abuse, Healthcare Literacy and Navigation","Mental Health, Drug and Alcohol Abuse, Healthy Weight",https://mchdohio.org/wp-content/uploads/2022/01/Community-Health-Report-1-31-22.pdf,https://mchdohio.org/wp-content/uploads/2022/01/Community-Health-Report-1-31-22.pdf,"jmenchhofer@mchdohio.org, mkremer@mercer-health.com"
6411840,Mercy Allen Hospital,200 West Lorain Street,Oberlin,44074-1077,OH,Mercy Health,Non-Profit,Combination of counties and places,2023,Combination,"Lorain, Allen",N/A,Oberlin,"Mental Health and Stress, Health Equity social integration and support, Substance Use Disorder, Chronic Disease, Maternal and Child Health, Cancer","Mental Health and Stress, Health Equity social integration and support, Substance Use Disorder, Chronic Disease, Maternal and Child Health, Cancer",https://www.mercy.com/-/media/mercy/about-us/community-benefit/2023-lorain-chna-implementation-plan.ashx,https://www.mercy.com/-/media/mercy/about-us/community-benefit/2023-lorain-chna-implementation-plan.ashx,N/A
6412155,Mercy Health -  St. Charles Hospital,2600 Navarre Avenue,Oregon,43616-3297,OH,Mercy Health,Non-Profit,"Combination of counties, zip codes, and places",2023,Combination,Lucas ,"43608, 43605, 43604, 43611, 43612",Toledo,"Adults Who Experience 4+ ACES, Housing, Chronic Disease and Healthy Weight Status, Maternal and Infant Health, Mental Health, Acess to Food","Mental Health, Maternal and Infant Health, Chronic Disease and Healthy Weight Status",https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,N/A
6410580,Mercy Health - Anderson Hospital,7500 State Road,Cincinnati,45255-2492,OH,Mercy Health,Non-Profit,Combination of counties and zip codes,2022,Combination,"Hamilton, Clermont, Brown",45255,N/A,"Substance Abuse, Mental Health, Access to Care, Chronic Disease, Healthy Behaviors, Infant Mortality","Substance Abuse, Mental Health, Access to Care, Chronic Disease, Healthy Behaviors, Infant Mortality",https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,N/A
6410155,Mercy Health - Clermont Hospital,3000 Hospital Drive,Batavia,45103-1921,OH,Mercy Health,Non-Profit,Combination of counties and zip codes,2022,Combination,"Hamilton, Clermont, Adams, Brown, Highland ",45103,N/A,"Substance Abuse, Mental Health, Access to Care, Chronic Disease, Healthy Behaviors, Infant Mortality","Substance Abuse, Mental Health, Access to Care, Chronic Disease, Healthy Behaviors, Infant Mortality",https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,mercy.com
6410855,Mercy Health - Fairfield Hospital,3000 Mack Road,Fairfield,45014-5335,OH,Mercy Health,Non-Profit,Combination of counties and zip codes,2022,Combination,"Butler, Hamilton",45014,N/A,"Substance Abuse, Mental Health, Access to Care, Chronic Disease, Healthy Behaviors, Infant Mortality","Substance Abuse, Mental Health, Access to Care, Chronic Disease, Healthy Behaviors, Infant Mortality",https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,mercy.com
6410074,Mercy Health - St. Elizabeth Boardman Hospital,8401 Market Street,Boardman,44512-6777,OH,Mercy Health,Non-Profit,Combination of counties and zip codes,2022,Combination,"Southern Mahoning, northern Columbiana","44512, 44514, 44406, 44511, 44471, 44515, 44502, 44408, 44460, 44505, 44405, 44509, 44413, 44442, 44507, 44452, 44436, 43920",N/A,"Mental Health and Substance Abuse, Community Conditions and Safety/Crime, Access to Care",Mental Health and Substance Abuse,https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,LGreene3@mercy.com
6412440,Mercy Health - St. Elizabeth Youngstown Hospital,1044 Belmont Avenue,Youngstown,44504-1096,OH,Mercy Health,Non-Profit,Combination of counties and zip codes,2022,List of Counties,"Mahoning, Trumbull, Columbiana ","44512, 44514, 44406, 44511, 44471, 44515, 44502, 44408, 44460, 44505, 44405, 44509, 44413, 44442, 44507, 44452, 44436, 43920",N/A,"Mental Health and Substance Abuse, Community Conditions and Safety/Crime, Access to Care",Mental Health and Substance Abuse,https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,LGreene3@mercy.com
6412270,Mercy Health - St. Joseph Warren Hospital,667 Eastland Avenue SE,Warren,44484-4531,OH,Mercy Health,Non-Profit,Combination of counties and zip codes,2020,List of Counties,"Mahoning, Trumbull, Columbiana ","44515, 44505, 44511, 44512, 44509, 44420, 44406, 44502, 44514, 44446, 44425, 44405, 44484, 44507, 44483, 44471, 44504, 44410, 44510, 44460, 44440, 44481, 44506",n/a,"Mental Health and Substance Abuse, Community Conditions and Safety/Crime, Access to Care",Mental Health and Substance Abuse,https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,LGreene3@mercy.com
6411560,Mercy Health - St. Rita's Medical Center,730 West Market Street,Lima,45801-4602,OH,Mercy Health,Non-Profit,Combination of counties and zip codes,2022,List of Counties,"Allen, Auglaize, Putnam ","45801, 45802, 45804, 45805, 45806, 45807, 45808, 45809, 45817, 45820, 45833, 45850, 45854, 45887, 45819, 45865, 45869, 45870, 45871, 45884, 45885, 45888, 45895, 45896, 45830, 45831, 45837, 45844, 45848, 45853,45856, 45864, 45875, 45876, 45877, 45893 ",N/A,"Chronic Disease Management, Substance Abuse, Mental Health, Maternal/Infant Health, Diabetes, Housing, Provider Access, Preventive Screenings, Transportation, Smoking, Tobacco Cessation, Medication Access, K-12 Readiness/Success, Obesity, Cancer, Food Access/Insecurity","Chronic Disease, Substance Abuse, Mental Health, Maternal and Infant Health, Acess, Healthy Behaviors, Housing and Community Conditions",https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,tssmith1@mercy.com
6410518,Mercy Health - West Hospital,3300 Mercy Health Boulevard,Cincinnati,45211-1103,OH,Mercy Health,Non-Profit,Combination of counties and zip codes,2022,List of Counties,Hamilton ,45211,N/A,"Substance abuse, Mental health, Access to care/services, Chronic disease, Healthy behaviors, Infant mortality","Substance abuse, Mental health, Access to care/services, Chronic disease, Healthy behaviors, Infant mortality",https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,RAHemenway@mercy.com
6412342,Mercy Health - Willard Hospital,1100 Neal Zick Road,Willard,44890-9287,OH,Mercy Health,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,Huron,"44811,44826, 44837, 44847, 44850, 44851,44855,44857,44865, 44888,44889,44890","Greenwich, Monroeville, New London, North Fairfield, Norwalk, Plymouth, Wakeman, Willard","Healthcare services, Mental health and depression, Food and Housing insecurity","Acess to healthcare services, Health education and literacy, mental health and depression, chronic disease, drug and substance abuse",https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,Jessica_Henry@mercy.com
6410047,Mercy Hospital of Defiance,1404 East Second Street,Defiance,43512-2440,OH,Mercy Health,Non-Profit,Combination of counties and zip codes,2023,List of Counties,Defiance ,"43512, 43526, 43549, 43530, 43556, 43520, 43536",n/a,"Acess to healthcare, behavioral and mental health, financial barriers and insurance, drug and substance abuse, weight management and obesity","Acess to healthcare, behavioral and mental health, financial barriers and insurance, drug and substance abuse, weight management and obesity",https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,https://www.mercy.com/-/media/Mercy/About-Us/Community-Benefit/2019-MH-Cincinnati-Implementation-Plan.ashx,Jessica_Henry@mercy.com
6410290,Mercy Medical Center,1320 Mercy Drive NW,Canton,44708-2641,OH,Sisters of Charity Health System,Non-Profit,List of Counties,2022,List of Counties,Stark ,N/A,N/A,"Access to Health Care, Addiction, Infant Mortality & Maternal Health, Mental Health, Obesity and Healthy Lifestyle Choices, Health Equity, COVID-19, Poverty, Dental Care, Chronic Illness, Sex Education/Health, Lack of knowledge of resources, Communicable Diseases ","Access to Health Care, Addiction, Infant Mortality & Maternal Health, Mental Health, Obesity and Healthy Lifestyle Choices",https://my.clevelandclinic.org/-/scassets/files/org/about/community-reports/chna/2022/2022-mercy-hospital-chna.pdf?la=en,https://my.clevelandclinic.org/-/scassets/files/org/about/community-reports/chna/2022/2022-mercy-hospital-chna.pdf?la=en,CHNA@ccf.org
6412235,Mercy Memorial Hospital,904 Scioto Street,Urbana,43078-2200,OH,Mercy Health,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,Champaign ,"43009, 45389, 43044, 43047, 43060, 43070, 43072, 43078, 43083, 43084",Urbana,"Health Risk Prevention & Social Determinants of Health; Behavioral Health (Mental Health, Addiction, Trauma); Chronic Disease; Access to Care; Maternal/Infant Health & Infant Vitality","Health Risk Prevention & Social Determinants of Health: with specific focus on Food Access; Education, & Transportation; Behavioral Health (Mental Health, Addiction, Trauma); Chronic Disease: COPD, Heart Disease/Congestive Heart Failure, Cancer (with specific focus on Breast, Lung/Bronchus and Skin/Melanoma); Access to Care (Primary Care, Women's Health, Urgent, Palliative, Paramedicine, Virtual); Maternal/Infant Health & Vitality",https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,cmyoung@mercy.com
6410014,Mercy Regional Medical Center,3700 Kolbe Road,Lorain,44053-1697,OH,Mercy Health,Non-Profit,List of Counties,2022,List of Counties,Lorain ,N/A,N/A,"Chronic Disease, Maternal and Child Health,  Mental Health, Substance Abuse, Cancer","Chronic Disease, Maternal and Child Health, Mental Health, Substance Abuse, Cancer, Social Intergration and Support ",https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,https://www.mercy.com/about-us/mission/giving-back/community-health-needs-assessment,Catherine.woskobnick1@mercy.com
6412150,Mercy St. Anne Hospital,3404 West Sylvania Avenue,Toledo,43623-4467,OH,Mercy Health,Non-Profit,"Combination of counties, zip codes, and places",2022,Combination,"Lucas, Wood","43608, 43605, 43604, 43611, 43612",Toledo,"Chronic disease/obestiy, mental health, addiction/drug and opitate abuse, maternal and infant health/mortality","Chronic disease/obestiy, mental health, maternal and infant health/mortality ",https://www.bing.com/ck/a?!&&p=ffe6efc897e5e363JmltdHM9MTcxMzM5ODQwMCZpZ3VpZD0yY2Q2ZDU4Mi01MDQzLTY4YzYtMjViYi1kYTJjNTFiODY5OGMmaW5zaWQ9NTIxNA&ptn=3&ver=2&hsh=3&fclid=2cd6d582-5043-68c6-25bb-da2c51b8698c&psq=mercy+st.+anne+hospital+toledo+ohio+community+needs+health+assessment&u=a1aHR0cHM6Ly93d3cubWVyY3kuY29tLy0vbWVkaWEvbWVyY3kvYWJvdXQtdXMvbWlzc2lvbi8yMDIyLWNobmEvMjAyMi10b2xlZG8uYXNoeA&ntb=1,https://www.bing.com/ck/a?!&&p=ffe6efc897e5e363JmltdHM9MTcxMzM5ODQwMCZpZ3VpZD0yY2Q2ZDU4Mi01MDQzLTY4YzYtMjViYi1kYTJjNTFiODY5OGMmaW5zaWQ9NTIxNA&ptn=3&ver=2&hsh=3&fclid=2cd6d582-5043-68c6-25bb-da2c51b8698c&psq=mercy+st.+anne+hospital+toledo+ohio+community+needs+health+assessment&u=a1aHR0cHM6Ly93d3cubWVyY3kuY29tLy0vbWVkaWEvbWVyY3kvYWJvdXQtdXMvbWlzc2lvbi8yMDIyLWNobmEvMjAyMi10b2xlZG8uYXNoeA&ntb=1,Jessica_Henry@mercy.com
6412170,Mercy St. Vincent Medical Center,2213 Cherry Street,Toledo,43608-2691,OH,Mercy Health,Non-Profit,2022,"Combination of counties, zip codes, and places","Lucas, Wood","43604, 43605, 43606, 43607, 43608, 43609, 43610, 43611, 43612, 43613, 43614, 43615, 43616, 43617, 43620, 43623, 43504, 43528, 43537, 43542, 43560, 43566, 43571",Toledo,"Mental Health, Addiction and Opiate Use, Chronic Disease/ Obesity, Maternal and Infant Health/ Infant Mortality","Chronic Disease/ Obesity, Mental Health, Maternal and Infant Health/ Infant Mortality",https://www.bing.com/ck/a?!&&p=ffe6efc897e5e363JmltdHM9MTcxMzM5ODQwMCZpZ3VpZD0yY2Q2ZDU4Mi01MDQzLTY4YzYtMjViYi1kYTJjNTFiODY5OGMmaW5zaWQ9NTIxNA&ptn=3&ver=2&hsh=3&fclid=2cd6d582-5043-68c6-25bb-da2c51b8698c&psq=mercy+st.+anne+hospital+toledo+ohio+community+needs+health+assessment&u=a1aHR0cHM6Ly93d3cubWVyY3kuY29tLy0vbWVkaWEvbWVyY3kvYWJvdXQtdXMvbWlzc2lvbi8yMDIyLWNobmEvMjAyMi10b2xlZG8uYXNoeA&ntb=1,https://www.bing.com/ck/a?!&&p=ffe6efc897e5e363JmltdHM9MTcxMzM5ODQwMCZpZ3VpZD0yY2Q2ZDU4Mi01MDQzLTY4YzYtMjViYi1kYTJjNTFiODY5OGMmaW5zaWQ9NTIxNA&ptn=3&ver=2&hsh=3&fclid=2cd6d582-5043-68c6-25bb-da2c51b8698c&psq=mercy+st.+anne+hospital+toledo+ohio+community+needs+health+assessment&u=a1aHR0cHM6Ly93d3cubWVyY3kuY29tLy0vbWVkaWEvbWVyY3kvYWJvdXQtdXMvbWlzc2lvbi8yMDIyLWNobmEvMjAyMi10b2xlZG8uYXNoeA&ntb=1,Jessica_Henry@mercy.com,
